operator_utterance,customer_utterance
オペレーター: 何か、こういうことをしてみたいとかって。,カスタマー: できればね、えー、あの、美術館巡りなんですが。
オペレーター: あー、なるほど、なるほど。,カスタマー: はい。あの、一つ、あのー、京都近代美術館は必ず入れて。
オペレーター: はい。,カスタマー: そこ、そこから、えー、ま、いろいろと、ま、お、あの、企画内容によるんですけど、あのー、面白い展示がやってたら、あの、行きたいなあと。
オペレーター: なるほど。,カスタマー: いう感じですね、はい。
オペレーター: えーと、まあ、美術館でしたり、博物館でしたり、そういったものを、えー、見ていきたいという感じですね。,カスタマー: そ、いや、美術館だけで。はい。はい。特に。はい。
オペレーター: あ、美術館。あ、博物館とかではなく、えっと、本当、美術。,カスタマー: はい。もう美術館を、はい、と、見たいなと。
オペレーター: ええ、ええ。,カスタマー: えー、それに関連させてですね、その。
オペレーター: はい。,カスタマー: え、お茶器、ま、さ、茶道ですね。
オペレーター: はい、はい、はい。,カスタマー: あのー、それ系統の、んー、なんか美術展示してるやつがあれば。
オペレーター: なるほど、なるほど。,カスタマー: えー、め、巡りたいなあと思いますんで。
オペレーター: はい。,カスタマー: それであれば、と、とき、その、京都の、ま、最もメジャーな美術館で、どんな展覧会がやってるかというのをお調べいただいて。
オペレーター: はい。,カスタマー: その企画が面白そうでしたら、ぜひ行きたいなあという感じでしょうか<>。
オペレーター: 一応、もうちょっと代表的な美術館を何個かピックアップいたしましょうか？,カスタマー: そうですね。ちょっと、あの、京都行って、そこも行ってないのかって言われるのは嫌なんで、ちょっと。
オペレーター: あ、なるほど、なるほど。,カスタマー: あのー、はい、で、え、よく、まあ、ま、人気のあるスポットを、ちょっと教えていただければと。
オペレーター: じゃあ、もうちょっと、その、絵画でしたりとか洋画だったり、そういうものが、よ、いいですかね？あん…。,カスタマー: そうですね。まあ、えー、京都は彫刻も絵も盛んなんで。
オペレーター: はい。,カスタマー: はい。あのー、ま、できれば、京、京都画壇とか。
オペレーター: はい、はい、はい。,カスタマー: 京都、京都の人が、生み出したものが見れるようなところがうれしいですね。
オペレーター: それか、お食事処だったりとか。,カスタマー: はい。食事の情報も、ちょっとですね。はい。
オペレーター: かしこまりました。ではお食事で。,カスタマー: 食事でー。
オペレーター: 検索して、えー、してみますね。,カスタマー: 特に、ひ、昼はもう簡単な。
オペレーター: はい、はい、はい。,カスタマー: できるだけ見て回りたいんで。
オペレーター: なるほど、なるほど。,カスタマー: もう。
オペレーター: うん。,カスタマー: さくっと食べれるような。
オペレーター: 結構ライトな感じが。,カスタマー: ものでいいかな。
オペレーター: そうですね、こちらで、まあ、お昼はさくっと済ませるということもできるかなと思います。,カスタマー: えー、ま、そんなに、まあ、こ、今回、あのー、1人、女性が入ってるんで、あんまり。
オペレーター: ええ、ええ、ええ。,カスタマー: ボリューミーなものを時間かけてゆっくりというよりも、もう本当に軽く、うん、さ、さくっと、まあ、まあ、どく、そう、丼もんもあるとおっしゃってたんで。
オペレーター: はい。あと、他、夕食も探しておきましょうか？,カスタマー: そうですね。それとですね、あの、次の日がちょっと忙しいんで、あの。
オペレーター: ええ、ええ、ええ。,カスタマー: お土産をその日に。
オペレーター: あー、なるほど、なるほど。,カスタマー: できれば買いたいと思ってまして。
オペレーター: はい、はい、はい、はい。,カスタマー: んーで、ちょっと一緒に行く者の中でですね、ちょっと希望してるのが、あの。
オペレーター: はい。,カスタマー: 京都で和菓子ではなくてですね。
オペレーター: はい。,カスタマー: あのー、まあ、和菓子だったら、み、みんな京都のお土産にするんですけど、あの、いが、意外と洋菓子が。
オペレーター: ああー。,オペレーター: なるほど。う、う、受けが、おしゃれで受けがいいと言うのがいまして。な、なんか。
オペレーター: ええ、ええ、ええ。,カスタマー: なんか、そう、そういうのでいいお店があればですね、ちょっとマニアックなものをお土産にしたいなと思ってまして。
オペレーター: ああ、日、どうなんですかね？ひみ、日持ちするかどうかはちょっと、何とも言えないんですけど、あと、焼き菓子などもあるんで、他のものでしたら。,カスタマー: あ、焼き、焼き菓子が、やっ、やっぱり、か、か、あの、か、軽くて。
オペレーター: うん、うん、うん、うん。,カスタマー: はい。あのー、まあ、ん、恐らく個包装なんで、みんなに配る、仕事仲間に配るのにいいかなあと。
オペレーター: はい、はい、はい。,カスタマー: はい。ぜ、ぜひ、ちょっと教えていただきたいなと。
オペレーター: アハハハハ。そうですね。,カスタマー: それほど、はい、高級じゃないところがあれば、ちょっと、おして、教えていただきたいですね。
オペレーター: ありがとうございます。ではー、お客様、どちらへご旅行なさいますか。,カスタマー: えっとー、長崎の方～に、行きたいんですけれどもー。
オペレーター: 九州のー、長崎県で、よろしいですか。,カスタマー: はい、そうです。
オペレーター: かしこまりました。では長崎に、いつ頃、ご旅行なさいますか。,カスタマー: えっとー、夏～です。
オペレーター: では何名様でのご旅行となりますでしょうか。,カスタマー: えっとー娘と二人で行きまーす。
オペレーター: ええ。,カスタマー: 二十六歳の、あのーしゃ…、もう会社員です。
オペレーター: ええっ、ええっ、ええ、ええ。ええ。,カスタマー: 今度はそうじゃなくってー。
オペレーター: ええ。,カスタマー: あのー、なんか長崎、教会いっぱいー、宗教の関係でい、い、いちいろんな教会があると聞いたのでー。
オペレーター: ええ、ええ。,カスタマー: あのー。スーッ。まあ、あの、あんまりそんな有名、どころじゃないやっぱり小さな教会～を回ったりー。
オペレーター: ええ。,カスタマー: あとなんか、トルコライスが有名だ、っていうのでー、それをー、お昼に、あの組みー込んだー、旅行がしたいな、と思ってます。
オペレーター: ま、一つ、おそらく有名なのがー、カトリック浦上教会…、だと思うんですけれど、こちらー、もうお客様既にー、ご訪問なさってる。スーッ。そうですよねー。でしたら、今回はここは、行かなくてもー…、大丈夫です<>…ね。,カスタマー: あーそうですねー、はい。
オペレーター: ま、一つ、おそらく有名なのがー、カトリック浦上教会…、だと思うんですけれど、こちらー、もうお客様既にー、ご訪問なさってる。スーッ。そうですよねー。でしたら、今回はここは、行かなくてもー…、大丈夫です<>…ね。,カスタマー: そうですそうです。はい。
オペレーター: ま、一つ、おそらく有名なのがー、カトリック浦上教会…、だと思うんですけれど、こちらー、もうお客様既にー、ご訪問なさってる。スーッ。そうですよねー。でしたら、今回はここは、行かなくてもー…、大丈夫です<>…ね。,カスタマー: はい、行かないで、はい、はい。
オペレーター: あっ、ええ。,カスタマー: 出来ればー、やっぱりー、古く、古くてー、あのー、お客様、<>。
オペレーター: そうですよねー。,カスタマー: ん、ねえ。な、なんか、戦…、災を潜り抜けたようなひび、そのやっぱりひなびたような、小っちゃくても良いんですけどー。
オペレーター: そういった、もの、に近いような…、あの教会でございますよね。,カスタマー: あっそうですねー。はい。
オペレーター: そういった、もの、に近いような…、あの教会でございますよね。,カスタマー: 近いような、そうです。はい。はい。はい。
オペレーター: あのー…、残ったのは側壁～、と塔だけになってしまった、みたいなんですけれども、ただあの、礎とかはですね、あの当時の物を残したまま。その上に再建されたのが、本日の、この、カトリック中町教会、な、そうなんですね。,カスタマー: あっ、そういうのが良いです。なんか、一部だけ残っててて、っていうのはー、更にーなんかードラマーを感じるのでー。
オペレーター: ああー。そうですよねー。,カスタマー: すごく良いですね。ええ、ええ。
オペレーター: しかもですねー、キリストの生涯を描いたステンドグラスとかも、美しくて…。,カスタマー: あっ、ステンドグラス良いですね。やっぱりそういうの見たいですー。
オペレーター: そういったものもございますので、こちらお客様、どうでしょうか。カトリック中町教会。,カスタマー: あっ、ちょっ、あっ、いっ、良いですねー。あのー。是非、候補に入れたい。はーい。
オペレーター: ではー、どうでしょう。お客様、まだまだ教会巡りを、してみますか。,カスタマー: そうですね、はい。
オペレーター: 今のような感じの所が、まあ古い、所が良いか、あるいは今度は、まあ、新しくても、ものすごく大きいところが良いとかー、なにか、そういったご希望ございますか。やはり今のような。古めかしい感じのところ…。,カスタマー: そうですねー。あのー、古いー所。で、なんかこう戦…、災でー、い、い、いち、一部残っているとかー、なんか、焼け焦げ…、たけども、んぐ、んまあ、そこだけ残ってるとか、あと、なんか、ステンドグラス、がー…、あるとかー、そういうのー、良いですね。
オペレーター: あのーご旅行の前に…、質問とかの、お問い合わせをして頂ければと思うんですけれども、いかがでしょうか。,カスタマー: でもなんかー、外～、外～を見てるだけでもなんか今、んぐっ、おっ、今のお話を聞いてー、外を見るだけでもなんかすごく…。
オペレーター: ええ。,カスタマー: 歴史とか想いを感じたのでー。
オペレーター: ええ。,カスタマー: まあ、中見る、見る、見られる見らられないは別として、ちょっと行ってみたいと思いました。
オペレーター: いかがでしょうか。,カスタマー: はい。是非、あの、ええ。
オペレーター: いかがでしょうか。,カスタマー: 是非、伺ってみたいと思いました。
オペレーター: どうでしょう。もう一か所ぐらい、教会見ますか。それとももう、トルコライス、の方に行きますか。,カスタマー: じゃあ、もう一つ見てから、トルコライスに行きます。はいっいひっ。
オペレーター: ええー…。潜伏キリシタンの教会、と来まして、やっぱりもうちょっと違う、趣向の、所をお探しになった方がよろしいですか。,カスタマー: そう、ですね。あっうっ、そっ、ちょっと見たくなりました。はーい。ええ。
オペレーター: この中に、あるそうで、ただ今さっきと違うのは、結構ですね、あのー…、海…、が見えるような、景色の良い場所にある、という点が、はい、魅力的かなーという風に思います。,カスタマー: あー…、良いですねー。海が見えるっての良いですね。はい。
オペレーター: はい。もしよろしければですねー、こちらもー…、結構良いかなーって思いましたけれども、どうでしょう。世界遺産ばっ、かり、だと、ちょっと…、飽きますかねー。もっと別のとこが良いですか。,カスタマー: あっ、そうですねー。はい。
オペレーター: はい。もしよろしければですねー、こちらもー…、結構良いかなーって思いましたけれども、どうでしょう。世界遺産ばっ、かり、だと、ちょっと…、飽きますかねー。もっと別のとこが良いですか。,カスタマー: そうですね。そ、そうですね。へっ。
オペレーター: はい。もしよろしければですねー、こちらもー…、結構良いかなーって思いましたけれども、どうでしょう。世界遺産ばっ、かり、だと、ちょっと…、飽きますかねー。もっと別のとこが良いですか。,カスタマー: うっふふふふっ、ふふふっ、良いです。なんか今、海が見える、海も、す、
オペレーター: ええ、ええ、ええ。,カスタマー: こう海とその教会とのなん、なんて言うか、スーッ、このー、そ、それが両方こう、楽しめるー、そういう所に身を置く、う、のが、ちょっと良いなあって思ったのでー、是非そこも。
オペレーター: お客様、どうでしょう。そういう所～、が良い、かー、あるいは海が見える、まあ綺麗な景色を楽しめる教会が良いかー、どちらが良いですかね。,カスタマー: 今はその、海に、最初に教えて頂いた海～、の方に惹かれてるんですけど、スーッ、なんで今、有田焼なのかなーってこうー、思ってー。
オペレーター: あはっ。スーッ。そうですよねー。,カスタマー: なんかこう…。ただ単に有田焼～、をポッっと持ってきたんなら、特に、あの、興味はないんですけども、
オペレーター: ええ、ええ。,カスタマー: なんか、有田市～、有田、焼とのなんか深い関わりとかなんかそんなのがあって、そういうの導入することにしたとかそういう。
オペレーター: ええ、ええ。,カスタマー: なんかドラマみたいな所が、あれば、ちょっと面白いなーとは思ったん、ですが、でも、ここは…。そうです、…の方～、が良いなと思いました。
オペレーター: ではー、お客様、どうでしょう。あの、さっきの出津教会の方が良いですよね。,カスタマー: そうですねー、はい。はい。
オペレーター: ではお客様、もう結構、あのー、教会の方歩いて回っておりますのでー、そろそろトルコライスの時間にしましょうか。,カスタマー: そうですね、はい。はい。
オペレーター: えー、どういったー、お店が良いか。雰囲気とかですね。あとお値段とかご希望はございますか。,カスタマー: あのー、本当に地元の人がー、あの食べてるようなー、
オペレーター: ええ。,カスタマー: あのー、普通のー、なんかオムライスって、あっ、とっ、なんか、あっ、えーとなんかー、トルコライスってー、一つ一つが、そんなに高級食材とかじゃないですよね。
オペレーター: そうですね。ええ、ええ、ええ。,カスタマー: なんか。スパッ、スパゲッティとー、なんかー、ん、ん、ん、トンカツみたいなのとー、ごはんとかー。
オペレーター: ええ、ええ、ええ。,カスタマー: ん、ん、ですので、そんーなーなんか、
オペレーター: ええ、ええ、ええ。,カスタマー: 高級レストランで食べるっていうんじゃなくて、本当に庶民的にー、
オペレーター: ええ。,カスタマー: ん、こう皆さんが普通のお昼として食べるようなものを、なんか普通に、食べるっていう、そんな感じのお店がいいんですけど。
オペレーター: その点では、ここは外した方が、こういう感じの所は外した方が良いということで、よろしいでしょうか。,カスタマー: そうですね。ちょっと、ん、興味はある、そのー、一望できるってのは、興味はあったんですがー、まあこ、ここ、ここはやっぱり、こう。い、し、皆さんが、長崎の皆さんがこう、普通に食べるような、トルコライスを食べてみたいと思います。
オペレーター: じゃあ例えばホテルの中とかもなんかちょっとー、雰囲気違って嫌ですよねー、そうですよねー。もっと庶民的な所を、じゃあ何件か。,カスタマー: え、そ、そうですね、そう、そうです、そうですねー、はい。
オペレーター: ぴったりなのかなー、という、ランチタイムに行列が出来るくらいですのでー、まあ、ただ、そこまでして、トルコライス食べたくないー。,カスタマー: ええ。そうですね。そこまでしてっつうのはないですね。えうんー。
オペレーター: ええ、<>、普通の所でよろしいですかね。かしこまりました。では、少々お待ちくださいねー。,カスタマー: もっと普通、普通っていうか、うん。
オペレーター: あのー、千九百三十年に創業した、老舗の洋食レストラン…。のトルコライスっていうのはどうですか。,カスタマー: あっ、良いですねー。あのー。
オペレーター: ええ、ええ。,カスタマー: なん、かその老舗のっていうのが。
オペレーター: ええ、ええ、ええ、ええ。,カスタマー: なんか元祖を食べている、元祖～、に近いようなのを味わえそうな気がして、なんか良いですね。
オペレーター: そういった意味でー、結構観光では、魅力なん、だけ、ど、まあ特に特徴はない、っていう感じですのでー。スーッ、あのー。,カスタマー: それでしたら、い、今～、さっきの方が良いですねー。
オペレーター: ではお客様、もしよろしければなんですけれどもー、あのー…、ミュージアムレストラン、ですので、折角なので、この長崎歴史文化博物館の方にも行ってみますか。,カスタマー: あっ、そうですね、はい。
オペレーター: 締めのような感じでー、いへっへっ、ご談義の後、ちょうど、楽しいかなー、という風に思いました。,カスタマー: 良いです、良いですねー、ええ、ええ、ええ。
オペレーター: そうですよねー。教科書とかでしか見たことないですので、是非こちらもいかがで…。,カスタマー: ええ、その、大きさ感とかね、そういうの見たいと思います。ええ。
オペレーター: では、こちらも行先に入れておきますか。,カスタマー: あっ、お願いしまーす。
オペレーター: 本日はご利用いただきまして、ありがとうございます。お客様、どのようなご旅行をご希望ですか？,カスタマー: とー、自然が豊かな場所に行きたいんですけれども。
オペレーター: はい、えーと、自然が豊かな場所で、えーと、行かれるご人数は、何名様ですか？,カスタマー: と、2名で。
オペレーター: はい。えーと、お日にちと言うか、行かれる季節は決まっておりますか？,カスタマー: とー、夏ですね。
オペレーター: はい。えーと、自然が豊かな場所ですと、まあ、あの、日本全国、北海道から沖縄までございますけれどもー。えーと、どちらの方面とかって、ご要望はございますか？,カスタマー: と、関東方面で。
オペレーター: はい。ご興味ございますか？,カスタマー: はい、あります。
オペレーター: はーい。,カスタマー: はい、そこ、候補に、じゃ、お願いします。
オペレーター: かしこまりました。あと何か、そのー、茨城で食べてみたいですとか、なにか見てみたいとか、そういったご要望はございますか？,カスタマー: とー、大人でも楽しめるような。
オペレーター: はい。,カスタマー: あのー、アスレチックなこと、がやってみたくて。
オペレーター: どういたしますか？はい。あ。,カスタマー: はい、候補にお願いします。
オペレーター: あと、そうですね、他に良さそうなところで。,カスタマー: なんかこう…。
オペレーター: ええ。,カスタマー: 水中というか、海上のアスレチックみたいな？
オペレーター: はい。,カスタマー: 食べ物も少し気になっているんですけれども。
オペレーター: わ、和食がよろしいですかね？,カスタマー: はい。そうですね。
オペレーター: はい、こちらがあの、好評だそうで。はい、もしよろしければ、はい。,カスタマー: はい。お願いします。はい。
オペレーター: はい。,カスタマー: 季節ならではの。
オペレーター: はい。,カスタマー: こう、絶景みたいなものが見れるようなスポットは、あり<>？
オペレーター: 候補の一つとして、はい、押さえておき。,カスタマー: お願いします。はい。
オペレーター: はい。えーとですね、お客様、ケーキはお好きですか？,カスタマー: はい、好きです。
オペレーター: ええ。こちら、あのー、お勧めしたいんですけれども。,カスタマー: うんうんうんうんうん。はい、お願いします。
オペレーター: えーと、ふる、あ、パフェ、パフェとかはいかがですか？,カスタマー: あ、はい。好きです。
オペレーター: あとなにか、お客様のほうで買いたいものとか、そういったご要望はございますか？,カスタマー: 買いたいもの…とー、茨城の。
オペレーター: はい。,カスタマー: えーとー、有名な。
オペレーター: はい。,カスタマー: そうですね、食べ物。
オペレーター: はい、じゃ、こちらも。,カスタマー: ん、はい。候補にお願いします。
オペレーター: ええ。そういっと、そういった体験とかは、ご興味ございますか？,カスタマー: はい。あ、興味あります。
オペレーター: はい。はい、こちらもよろしいかと思います。,カスタマー: はい。お願いします。
オペレーター: どちらへのご旅行になりますでしょうか？,カスタマー: あ、沖縄への旅行になります。はい。
オペレーター: それではいつ頃ご旅行なさるか、もうお決まりでしょうか。,カスタマー: えー、7月から9月の、大体夏ぐらいを予定しております。
オペレーター: はい。では何名様でご旅行なさいますか？,カスタマー: あ、4名になります。
オペレーター: こちらお友達との4名様でしょうか？あるいはご家族での4名様でしょうか。,カスタマー: あ、家族です。
オペレーター: ご家族でございますね。では小さいお子様はいらっしゃいますか？,カスタマー: あ、います。
オペレーター: 沖縄のどのあたりに行きたいかとかは何かご希望はございますか？,カスタマー: えーとですね、まあ非日常を感じたいっていうのなので。
オペレーター: ええ、ええ。ええ。,カスタマー: えー、まあ私が東京に住んでいるので、なんかリラックスできるような場、場所。
オペレーター: ええ、ええ。ええ、ええ。,カスタマー: に行きたいなって思いました。
オペレーター: 例えば那覇は避けてみるとかいかがでしょうか。,カスタマー: あ、はい。那覇。避ける感じで大丈夫です。
オペレーター: ええ、ええ。ではかしこまり。ええ、どうぞ。,カスタマー: あ、中部から北部でお願いしたいです。
オペレーター: あるいは自然のものを何か見てみるか、どちらかご希望等はございますか？,カスタマー: えーと、自然のものを見てみたいですね。はい。
オペレーター: ではですね、お客様、他にも何かご覧になったり、あるいはお食事のほうお考えになりますか？いかがでしょうか。,カスタマー: あ、そうですね、沖縄なので、やはり沖縄料理がすごい気になっています。
オペレーター: ええ。ええ、ええ。,カスタマー: ので、そういった沖縄料理をこう、なんだろうな。
オペレーター: というような流れも考えられるかと思います。,カスタマー: そうですね、という意味であれば、昼に海側に行っ。
オペレーター: ええ。ええ。ええ。,カスタマー: ああ、違うな。昼に森側に行って夜に海側に行くほうでお願いしたいです。
オペレーター: はい。少々お待ち下さいませ。では夜は料理のジャンルはいかがでしょうか。どういったものでもよろしいですか？,カスタマー: そうですね。えっと、魚、刺し身とかが、魚料理をメインで食べられる場所がいいですね。
オペレーター: ですので、ええ、お客様のご希望教えていただければと思います。,カスタマー: えーと、会社の職場と、あと親戚に持って帰るお土産を選びたいので。
オペレーター: ええ。ええ。ええ。ええ、ええ。ええ。,カスタマー: 食べられるもので、比較的リーズナブルなものがいいです。
オペレーター: ではお客様、他に何かご覧にならなくて大丈夫ですか？まだ滝一箇所しか訪問していないんですけれども。,カスタマー: あ、そうですね。あのーやっぱり沖縄だと魚、まあ食べるのも有名なんですけれども。
オペレーター: ええ。ええ、ええ。,カスタマー: なんか見るほうも発掘したいなと思ってるんですけども。
オペレーター: ええ、ええ。そうですよね。,カスタマー: どこかそういうスポットがあれば紹介していただきたいです。
オペレーター: いかがでしょうか？どちらかお選びになりますか？,カスタマー: そうですね。私個人もちょっとび、ジンベエザメは見てみたいので。
オペレーター: お客様、どのようなご旅行をご希望でしょうか？,カスタマー: アバウトなんですけど、綺麗な景色を見にいきたいなーと、思ってます。
オペレーター: お客様、あのーご同行者様は、何名になりますか？,カスタマー: んじゃ、彼女と二人で、行こうと思い<>。
オペレーター: 例えばその、えーと綺麗なお花を見たいですとか、景色を、空気を見たいですとか、そういったあのー、あのー、ご要望はございますか？,カスタマー: そうですね、特に決めてはいないんですけど、あの、なんか、なん、何大景色とか、あるじゃないですか？日本の。
オペレーター: はい。,カスタマー: その中の、どれか。
オペレーター: はい。,カスタマー: 良さそうな所に行けたらな―、と思ってます。
オペレーター: あと、あのー、行かれる時期はいつ頃の予定でしょうか？,カスタマー: そうですね、過ごしやすい時期がいいので、春か秋ー頃、で考えてます。
オペレーター: はい、例えばなんですけれども、あのーですね、あのー具体的にですね、あのーえーと東日本側がいいですとか、えーと南側がいいですとか、あのー具体的なご要望があると、よろしいんですけれども、はい。,カスタマー: あー、できたら西ー、の方がいいです。
オペレーター: お客様の方でー、何か見てみたいですとか、食べてみたいですとか、そういったご要望は、ございますか？,カスタマー: そうですね、今三重、近畿、中国地方だったんで、きゅ、九州で。
オペレーター: あっ、九州で。,カスタマー: 桜が綺麗な所を、はい。
オペレーター: そしたらですねー、あの鳥取の方でー、ご案内したいかと思うんですけれどもー、例えば鳥取で、何か食べたいですとかー、あの見て、他に、他に見てみたいものとか、そういったご要望はございますか？,カスタマー: そうですね、見てみたいもの…ま、さっき鳥取砂丘とか、ご案内してもらったんで、ま、多分鳥取は、それぐらいかなと思うんで、何か食べ物があれば。
オペレーター: では、えー、本日、早速ですけども、えー、ご旅行の、えー、まず行き先、ご人数などですね、えー、教えていただいてもよろしいでしょうか？,カスタマー: 今のところ北海道に妻と2人で。
オペレーター: 北海道。,カスタマー: 行きたいなあって思ってます。
オペレーター: で、えーと、そちらのほうに行って何かやりたいみたいなの。,カスタマー: そう。できれば。
オペレーター: あれば。,カスタマー: 松山千春の実家かなんか訪れてみたいですね。
オペレーター: アロマのお土産みたいな。,カスタマー: 広い花畑を見てみたかったなあっていう感じですかね。
オペレーター: 花畑であれば、あの、何だろう、何でも、何でも、特に、こだわりじゃないけど、きれいであればって感じですかね？,カスタマー: まあ、できれば北海道特有のというか名産のというか、だったら、なおさらいいですけどね。
オペレーター: 行く季節。,カスタマー: 季節はー、夏がいいですかね。
オペレーター: で、えーと、庭園のほう、えー、今ご案内させていただいたんですけど、他に何か見たいものとか、ございますか。,カスタマー: 一つには、やっぱり北海道なんで地平線が見たいのと、ま、今のところで見れればそれでいいんですけど。
オペレーター: うんうん。,カスタマー: それと、あと、できれば牧場、牛なんかの、広い。
オペレーター: 牧場。,カスタマー: 牧場なんかも近くにあれば見たいかなっていう感じですかね。
オペレーター: はい、ありがとうございます、どちらへのご旅行になりますでしょうか。,カスタマー: えっとですねー、ちょっと週末に沖縄に行くことになってー。
オペレーター: 左様でございますが、では沖縄へのご旅行でございますねー。,カスタマー: そうですー。
オペレーター: ありがとうございます、いつごろ、もう週末というのは、今度の週末とかでよろしいですか。,カスタマー: えーとですね、再来週の週末なんですけどー。
オペレーター: では、えー、再来週、まあ冬の時期にあったご旅行先ということでよろしいでしょうか。,カスタマー: はい、はい。
オペレーター: かしこまりました、では何名様でのご旅行になりますか。,カスタマー: えっと、一人なんですけどー。
オペレーター: ありがとうございます、ではまずですね、沖縄に行ってメインでどういうことをしたいか、決めていきませんか？,カスタマー: あ、はい、お願いしまーす。
オペレーター: はい、ではですね、お客様、沖縄に行って何をしたいか何かご希望ございましたら、アイデアをいただけますでしょうか。,カスタマー: そうですね、まあ沖縄と言えば、海なんで、ビーチにちょっと水遊びじゃないですけど、ゆっくりしたいなあとか、リラックスですね、はい。
オペレーター: はい、ではビーチでお調べしてもよろしいでしょうか？,カスタマー: あ、お願いしまーす。
オペレーター: かしこまりました、ではお客様、あのー、沖縄のなかでー、例えば7のような南部と、あと北部、どちらがよろしいでしょうか。,カスタマー: あー、ちょっと沖縄よく分からなくてー、あ、でも島行ってみたいです。
オペレーター: そうですよね、なんか、都会感が強すぎますしー<>。,カスタマー: できれば離島に行ってみたいんですけどー。
オペレーター: ええー、左様でございますか、では、那覇からはな、沖縄の本島ですね、から離れた離島がよろしいでしょうか、それとも本島からすぐに行ける離島がよろしいでしょうか。,カスタマー: あー、近いほうがいいですねー、あんまり移動の時間はとりたくないんでー。
オペレーター: アクセスとしても非常に便利ですしー、こちらですねえ、えー、那覇のバスターミナルから40分となっておりますのでー、ええー、アクセス良く、えー、例えばですねこのビーチを楽しんだ後にほかのものを見るとかー、そういった点でもこちらの立地は非常に良いのではないかなと思ったんですけど、ええー、いかがでしょうか。,カスタマー: あーちょっとそこ候補にしたいですね。
オペレーター: もっとたくさんもうビーチづくしで、次もビーチ、前もビーチみたいな感じで行くのとー、それかほか例えばお買い物をするとかー、何か、まあもちろんお食事は別途お考えいただくのが良いんですけれども、まあお買い物系とかー、あるいはどうでしょう、もっとビーチで行くか、なんか別のアトラクションがいいか。,カスタマー: ちょっと話が飛んでしまうんですけどー、離島でなんか牛がひっぱる車に乗るのってあるじゃないですか<>あれちょっと一回乗ってみたいんですよねー。
オペレーター: 石垣島の方にも、こちら水牛が車をひっぱってー、海の中の、なんていうの海岸沿いですか。,カスタマー: あー、それがいいですねー、うーん。
オペレーター: そうですね、ちょっとまあ体力を使うような<>それにお客様ちょっと冬ですと、このセグウェイ、外は寒いかもしれませんね。,カスタマー: あっは、あーそうですね、あんまり汗かくことはしたくないんでー。
オペレーター: ええー、そうですよね、ではもしよろしければ、こちらの水牛の車に乗る観光がちょうどよいかなあと思ったんですけれども<>。,カスタマー: あ、はい、それがいいです。
オペレーター: ええー、あ、そうですよね、お客様そうなりますと、アグー豚のしゃぶしゃぶ食べても、なんか沖縄って感じしませんかね？,カスタマー: あー、あっは、あ、でも好きなんでー、OKです。
オペレーター: ええー、あそうですか、えー、私共の方に映っている写真を拝見しますとー、アグー豚のしゃぶしゃぶでしたりー、あとーちょとレア感が残ったー、えー、アグー豚のとんかつ<>そういう、お客様がよろしければ、もちろんこちらおすすめなんですけどもー、ちょっとこれ東京でも食べられるよって、あのつっこまれるときついところがございますので、もしよろしければ、ほかのところもお調べしましてー、比較していただくのが一番いいかなと思います。,カスタマー: あ、そうですねー。
オペレーター: うーん、沖縄ちょっとお魚って感じでもないのかなあっていう気はするんですけれどもー、ちょっとそうですね、ちょっと郷土料理<>うーん。,カスタマー: なんだろう、ゴーヤとかそういうもの<>うーん。
オペレーター: あ、ゴーヤでございますか、お客様ゴーヤはお好きですか。,カスタマー: 好きですー。
オペレーター: あ、お客様、麺類はお好きですか？,カスタマー: あ、好きですー。
オペレーター: あ、そうですか、あのー、こちらですねー、沖縄のソーキそばがございますねー。,カスタマー: あー、うーん、まあ沖縄料理は全般的に好きなんで何が出てきてもいいです。
オペレーター: なるほど、そうですねー、なんかそのお店のご提供の仕方としてはー、ソーキそばのところはソーキそばばっかりが多くて、まあ<>、そうですね、そうでしたらやっぱソーキそばも食べれるしー、えー、ほかのなんか沖縄料理のようなものも食べれるお店のほうがいいですかね。,カスタマー: あー、はい。
オペレーター: なるほど、そうですねー、なんかそのお店のご提供の仕方としてはー、ソーキそばのところはソーキそばばっかりが多くて、まあ<>、そうですね、そうでしたらやっぱソーキそばも食べれるしー、えー、ほかのなんか沖縄料理のようなものも食べれるお店のほうがいいですかね。,カスタマー: うーん、できれば、そのほうがいいですね、いろいろつまめるみたいな、うーん。
オペレーター: あ、良かった、そうしますと、ゴーヤチャンプルも食べれるしー、島豆腐も食べれるしー、もとぶ牛も食べれるしー、アグー豚も食べれるしー、やんばる若鶏も食べれ、たぶん全部は食べれないですけれども、ええ、そうですよねー<>。,カスタマー: あっはっは、ちょっと食べきれるか分からないけど、でもこのお店いいですね。
オペレーター: そうですね、さっきの話だとソーキそばとかになりますがー、例えばまあ夜はこういった和食ですのでー、お昼は洋食にするとか、あるいはもっと、ええ。,カスタマー: いやー、でも沖縄で洋食、あんまりピンとこないでソーキそばでいいかなあ。
オペレーター: あー、そうですね、たぶん長袖はみなさん着てるんじゃないかなと思うんですけど。,カスタマー: うーん、うーん、あー、まあ、テイクアウトもありなんで、うーん。
オペレーター: ここですね、私共の方でご案内できるお店がですねー、例えばもうソーキそばの専門店のようなところがいいかー、あるいはー、ソーキそばとセットで、ほかのランペイとか、そういったこう定食のような感じになっているお店がいいかー、<>。,カスタマー: ま、定食のほうがいいかなー、なんかちょっと気が変わったときに、うーん。
