previous_operator_utterance,operator_utterance,customer_utterance
オペレーター: はい、じゃあ少々お待ちください。,オペレーター: うーん、沖縄ちょっとお魚って感じでもないのかなあっていう気はするんですけれどもー、ちょっとそうですね、ちょっと郷土料理<>うーん。,カスタマー: なんだろう、ゴーヤとかそういうもの<>うーん。
オペレーター: うーん、沖縄ちょっとお魚って感じでもないのかなあっていう気はするんですけれどもー、ちょっとそうですね、ちょっと郷土料理<>うーん。,オペレーター: あ、ゴーヤでございますか、お客様ゴーヤはお好きですか。,カスタマー: 好きですー。
オペレーター: そのーほかにもですねー、なんか沖縄料理ということでー、たまごのなんていうんでしょう、スクランブルエッグの上に、えー、スパムっていうんですかね、それがのって、そうですそうです、ただちょっとなんか、沖縄まで行ってこれ食べる<>感じもしますしー、ええ、ちょっと待ってくださいねー、あのー、私共のほうで調べてみますので、お待ちくださいませ。,オペレーター: あ、お客様、麺類はお好きですか？,カスタマー: あ、好きですー。
オペレーター: あ、お客様、麺類はお好きですか？,オペレーター: あ、そうですか、あのー、こちらですねー、沖縄のソーキそばがございますねー。,カスタマー: あー、うーん、まあ沖縄料理は全般的に好きなんで何が出てきてもいいです。
オペレーター: ええー、ええー,オペレーター: なるほど、そうですねー、なんかそのお店のご提供の仕方としてはー、ソーキそばのところはソーキそばばっかりが多くて、まあ<>、そうですね、そうでしたらやっぱソーキそばも食べれるしー、えー、ほかのなんか沖縄料理のようなものも食べれるお店のほうがいいですかね。,カスタマー: あー、はい。
オペレーター: ええー、ええー,オペレーター: なるほど、そうですねー、なんかそのお店のご提供の仕方としてはー、ソーキそばのところはソーキそばばっかりが多くて、まあ<>、そうですね、そうでしたらやっぱソーキそばも食べれるしー、えー、ほかのなんか沖縄料理のようなものも食べれるお店のほうがいいですかね。,カスタマー: うーん、できれば、そのほうがいいですね、いろいろつまめるみたいな、うーん。
オペレーター: ええー、あ、そうなんですか、お客様お好きですか、島豆腐。,オペレーター: あ、良かった、そうしますと、ゴーヤチャンプルも食べれるしー、島豆腐も食べれるしー、もとぶ牛も食べれるしー、アグー豚も食べれるしー、やんばる若鶏も食べれ、たぶん全部は食べれないですけれども、ええ、そうですよねー<>。,カスタマー: あっはっは、ちょっと食べきれるか分からないけど、でもこのお店いいですね。
オペレーター: あ、ここはですね、ランチはやって<>、夜だけなんですねー、夕方の5時からですのでー、えーなのでー、もしよろしければお昼はですね、ここで食べられないようなもの<>。,オペレーター: そうですね、さっきの話だとソーキそばとかになりますがー、例えばまあ夜はこういった和食ですのでー、お昼は洋食にするとか、あるいはもっと、ええ。,カスタマー: いやー、でも沖縄で洋食、あんまりピンとこないでソーキそばでいいかなあ。
オペレーター: 例えばお客様ビーチに行く前に、こちらでテイクアウト、お昼ご飯を買ってービーチでお楽しみになる、お召し上がりになるとこれはこれで、ええ、ありかな、だからそうですね、あの店舗型のお店でー、あのーまあ室内でお召し上がる頂くのも冬ですのでいいですしー、あるいはこういったタコスのその持ち帰りテイクアウト系もいいかなあと思いまして、どっちがお客様よろしいですかね。,オペレーター: あー、そうですね、たぶん長袖はみなさん着てるんじゃないかなと思うんですけど。,カスタマー: うーん、うーん、あー、まあ、テイクアウトもありなんで、うーん。
オペレーター: はい、じゃあ少々お待ちくださいませ。,オペレーター: ここですね、私共の方でご案内できるお店がですねー、例えばもうソーキそばの専門店のようなところがいいかー、あるいはー、ソーキそばとセットで、ほかのランペイとか、そういったこう定食のような感じになっているお店がいいかー、<>。,カスタマー: ま、定食のほうがいいかなー、なんかちょっと気が変わったときに、うーん。
オペレーター: そうですね、ですので、まあ、お昼このような、まあ定食感覚で食べれるお店も選んでおいてー、さらに、まあ、お昼食べれなかったもので、あ、あれ食べたかったなあってビーチで思い出したものを夜もう一個の方の店で、ええ、あのー先ほどの美食ダイニングえん沖縄ですねー、こちらでお召し上がりになるとー、もう沖縄はパーフェクトに召し上がったことになるかなっていう。,オペレーター: そうですねー、なんていうんでしょう、今さっき申し上げましたようにタコスみたいな洋食もございますしー、こういう沖縄の伝統料理のようなものもございますしー、どうでしょう。,カスタマー: そうですね、うーん、まあそのパターンでいってみようかな。
オペレーター: 左様でございますか、ではですねー、こちら今申し上げましたのが、沖縄家庭料理の、えー、老舗みの家さんでございますね。,オペレーター: では、先ほどのタコスの店はなしにしますか？,カスタマー: タコス、一応教えといていただけます。
オペレーター: で、奥武島の方、ビーチ楽しんで、水牛の車、海岸を歩くやつですね、あれが平田観光というところです。,オペレーター: そして、夕ご飯は美食ダイニングえん沖縄でお召し上がりいただくということでよろしいでしょうか？,カスタマー: はい、大丈夫です、OKです。
オペレーター: こんにちは、よろしくお願いします。,オペレーター: ではあのー、まずえー行き先から伺ってもよろしいですか？,カスタマー: そうですね、北海道に行きたいなーと思ってます。
オペレーター: 北海道ですね。,オペレーター: ちなみに時期はいつごろでしょう？,カスタマー: 時期は夏ですね、はい。
オペレーター: ちなみに時期はいつごろでしょう？,オペレーター: 夏の北海道ですね。,カスタマー: 夏の北海道一応行きたいなーと。
オペレーター: 夏の北海道。,オペレーター: で、えー、もうやりたいこと、例えばなんか、あったりしますか、具体的に。,カスタマー: あのー、友人と行こうと思ってるんですよ、男2人で。
オペレーター: で、えー、もうやりたいこと、例えばなんか、あったりしますか、具体的に。,オペレーター: あ、なるほど。,カスタマー: なんか北海道のワインて結構今、ブームっていうか人気が出てきてるなって話をちょっとちらっと聞いて、僕も好きなんで、まぁあのグルメ観光と合わせながらちょっとワイン、なんかワインツーリズムなんてよくよくなんか、最近ちょっと聞くんですけど。
オペレーター: ワイン。,オペレーター: うんうん。,カスタマー: ま言わばワイナリーをこう、まわってみたいなっていう、うん。
オペレーター: じゃ一応これもメモしておきますね。,オペレーター: そうですね、ちょうどまぁ、うん。,カスタマー: まぁ、そうですね、ちょっと、うん、行けるにはいいかなと、でーそうだなー。
オペレーター: じゃ一応これもメモしておきますね。,オペレーター: そうですね、ちょうどまぁ、うん。,カスタマー: ちょっとまぁお昼、ランチと夜、夜あれだなー、やっぱジンギスカン有名じゃないですか。
オペレーター: はい。,オペレーター: ジンギスカンですか、はい。,カスタマー: まぁす、はい、まぁ札幌周辺でまぁちょっと過ごしたいなと思ってるので、なんかやっぱり美味しいところをちょっと探してもらうことできますか？
オペレーター: 他なにかありますか？,オペレーター: ワイン。,カスタマー: なんか広ーい、まやっぱおひ、北海道広いんで、なんか自然を楽しめそうなところ、ちょっと抽象的かなぁ、あのーなんかそうですね、公園でもなんかすごいでかそうなんで、なんかそういうこう。
オペレーター: ワイン。,オペレーター: 自然、うん。,カスタマー: うーん、ちょっとちょっと地元の人が行くっていうか、なんていうのかななんか、ちょっと楽しめそうな、うーん、アクティビティというか、なんかそれもできそうなところってなんかありますかねー。
オペレーター: ここだけでも、半日ぐらいは楽しめるんじゃないかなって。,オペレーター: とか、はい。,カスタマー: あとそうだなー。
オペレーター: ここだけでも、半日ぐらいは楽しめるんじゃないかなって。,オペレーター: とか、はい。,カスタマー: なんか、夏だからこそ北海道を楽しめそうなところってあります？ちょっと抽象的か、うーん。
オペレーター: 夏だから、た、例えばなんですけど。,オペレーター: 動物とかって、お好きですか？,カスタマー: あーいいですね、動物、そうですね、動物ふれあいたいですね、うん。
オペレーター: 本日はご利用いただきましてありがとうございます。,オペレーター: お客様、どのようなご旅行をお考えでしょうか？,カスタマー: えー、65歳以上の
オペレーター: お客様、どのようなご旅行をお考えでしょうか？,オペレーター: はい,カスタマー: 両親とー
オペレーター: はい,オペレーター: はい,カスタマー: 私の3人家族でー
オペレーター: はい,オペレーター: はい,カスタマー: 北海道を、冬の北海道を
オペレーター: はい,オペレーター: はい,カスタマー: 観光してみたいと考えています。
オペレーター: 北海道でですね、ご家族でー、あの、どちらに行きたいですとかー、あの、何かを見たいですとかー、そういったご要望はございますか？,オペレーター: はい、はい,カスタマー: 冬に行きますので、できれば、そのー、北海道の冬の自然をー
オペレーター: ええ,オペレーター: はい,カスタマー: 満喫できるようなところにー、一箇所は行ってみたいと考えています。
オペレーター: はい,オペレーター: はい,カスタマー: ただー、えっとー
オペレーター: はい,オペレーター: はい,カスタマー: ずっとその寒いところだとー、両親がたぶん高齢なのでー、体がこたえると思いますのでー
オペレーター: はい,オペレーター: はい,カスタマー: ま、あのー、なんだろう、あったかい食べ物？
オペレーター: はい,オペレーター: はい,カスタマー: 北海道の温かい、その地の食べ物、をー食べて
オペレーター: はい,オペレーター: はい,カスタマー: ま、体を温めたいなーとゆう風にも考えています。
オペレーター: はい,オペレーター: はい,カスタマー: 一点はー、そのー
オペレーター: はい,オペレーター: はい,カスタマー: なんだろう、流氷とかー
オペレーター: はい,オペレーター: はい,カスタマー: あとー、なんだろう、岬？
オペレーター: はい,オペレーター: はい,カスタマー: なんだろう、襟裳岬とか<>、はい。
オペレーター: ええー,オペレーター: はい,カスタマー: 岬、ま、自然を満喫してー、で、もう一箇所はー、あの
オペレーター: はい,オペレーター: はい,カスタマー: 冷えた体をー、あのー、温泉で温めたいなと思ったんですけどー
オペレーター: はい,オペレーター: ええ,カスタマー: もしー、そのー、道内でー、えーとー
オペレーター: はい,オペレーター: ええ,カスタマー: 温泉って、あのー
オペレーター: ええ,オペレーター: はい,カスタマー: 飲む、ことができる温泉も数少ないんですけど、ありまして
オペレーター: はい,オペレーター: あー、ええ,カスタマー: あのー、そういうところがあればー、あの、今ご紹介いただいた温泉も
オペレーター: あー、ええ,オペレーター: はい,カスタマー: いいんですけどー、ちょっと
オペレーター: はい,オペレーター: はい、あー,オペレーター: はい行ってみたいなって思いがあります。あとはー
オペレーター: はい、あー,オペレーター: はい行ってみたいなって思いがあります。あとはー,カスタマー: 北海道、結構、何でも美味しいものがあるのでー
オペレーター: ええ,オペレーター: あー、ええ,カスタマー: 美味しいスイーツとかも、お土産で買いたいなってふうに思っていますー。
オペレーター: はい、ありがとうございます。,オペレーター: えーと、なんか、どーいった、どーゆー場所に行きたいとか、どーゆー感じの場所行きたいみたいな目的とかって、決まってます?,カスタマー: そーですね、その、どこ、エリアは決まってないんですけど。
オペレーター: えーと、なんか、どーいった、どーゆー場所に行きたいとか、どーゆー感じの場所行きたいみたいな目的とかって、決まってます?,オペレーター: はいはい。,カスタマー: あのー、軍港をゆっくり眺めるみたいな。
オペレーター: 軍港ですね。,オペレーター: なるほど、ぐん、軍港、例えば、なんか、どことかあります?何軍港とか。,カスタマー: そー、まー、なんか、横須賀とかは、その、見て回るクルーズツアーみたいのがあるらしいんですけど。
オペレーター: なるほど、ぐん、軍港、例えば、なんか、どことかあります?何軍港とか。,オペレーター: あー、はいはいはい。,カスタマー: そうですね、あーまー、候補としては、多分、広島か佐世保になるのかな?残りは、はい。
オペレーター: あー、はいはいはい。,オペレーター: はいはいはい。,カスタマー: その3つのどれかになるのかなーと、思ってるんですけれども。
オペレーター: えーと、では、ちょっと、じゃ、まずは、広島の方でじゃあ検索してみますね。,オペレーター: ちなみに、なんか、どなたと行かれるみたいな感じですか?何人位で行くみたい。,カスタマー: あ、そうですね、まー、2人、友人と、はい。
オペレーター: こちらが、なんか、町全体が、その、軍港の機能が当時、とゆーか江戸時代ですかね。,オペレーター: 兼ねていたとゆー場所、ちょっとこれは違いますよね。,カスタマー: や、多分、日本で軍港って表現したのが悪かったんですけど、基地ですね。
オペレーター: 軍港とは、ちょっと違うかもしれないですけど、旧海兵、海軍兵学校とかはありますね。,オペレーター: こーゆーのは、ま、ちょっとズレますよね。,カスタマー: あ、でも、まー、その、周辺を色々見るって感じでいいので。
オペレーター: どうし、もうちょっと呉で探します?それとも、さっき言った、佐世保とかの方でも探しますか?,オペレーター: それと、また、呉周辺で、例えばお食事処だったりを探すとか、別の方向にシフトしても大丈夫ですけど。,カスタマー: そうですね、じゃ、呉周辺で。
オペレーター: それと、また、呉周辺で、例えばお食事処だったりを探すとか、別の方向にシフトしても大丈夫ですけど。,オペレーター: はい。,カスタマー: そうですね、あの、なんか、さっきの公園で、あのー、食べたいので。
オペレーター: はい。,オペレーター: あー、なる。,カスタマー: なんか、テイクアウトのお店を。
オペレーター: なんか、あんまり、テイクアウトの店が,オペレーター: 出て来ないかな、少々お待ちください。,カスタマー: あ、はい、まあ、なかったら、普通にランチとかで。
オペレーター: なので、え、どに、土日、あれ、こちらって土日とかに行くんでしたっけ?,オペレーター: 特に、まだ、決まってないんですか,カスタマー: <>はい、まー、土日かなーって感じです。
オペレーター: こんにちは。,オペレーター: よろしくお願いします、ご利用ありがとうございます、えっと今回は、あの、ご旅行、どのような感じで考えてらっしゃいますか？,カスタマー: はい、あの、大阪なんですけど<>、えっと、家族4人で、あの、はい、観光したいと思っているんで。
オペレーター: あ、はい、はい。,オペレーター: えっと、季節とかなにかご希望ございますか？,カスタマー: あの、冬を考えてます。
オペレーター: はい。,オペレーター: じゃあちょっとあまり指定はしないで、えーと、あとなにか、あの、したいこととかってありますかね？,カスタマー: そうですね、なんかあのー、本当はユニバーサルスタジオに行きたいんですけどー、<>のあと時間がもうどっかり取られちゃうんでー、うーん。
オペレーター: はい、はい。,オペレーター: 一応、あのー、遊ぶとか見るとかっていうのでー選択ができるんですけれどもー、えっと一応、<>。,カスタマー: あ、えっと、そうですね、あの、はじめて行くので、あのー、中心部に行ってみたくってー、あの心斎橋っていうんでしたっけ、とか通天閣とか、ああいうとこは行ってみたいです。
オペレーター: はい。,オペレーター: その他、もうそろそろお昼とかになると思うんですけど、お昼とかー何か召し上がりたいものとかありますか？,カスタマー: そうですね、あの、大阪らしいものっていうことで、<>たこ焼き、とか、な。
オペレーター: あー、一応、通天閣のまわりでー、何か探してみましょうか。,オペレーター: <>出てきてるんですけれどもー、一応、ミナミのベイエリアっていうところが、この通天閣の近くなんですけれども、あのー、和食であったり洋食であったり、何かありますか、ご指定は。,カスタマー: あー、そうです、たこ焼きとかなんかそういう、あのー。
オペレーター: はい、えーと、一応今出てるのが、あっちち本舗道頓堀店、あと、甲賀流本店とか、タイヤアメリカ村店とかってあるんですけども、結構たくさんあって、たこう、たこ梅本店とかいうのもあるんですが、こう、例えば買って、そのまで、その場で食べ、歩きながら食べるみたいなのもあります。,オペレーター: お店に入って食べたほうがいいですか、それとも外で食べたほうがいいですかね。,カスタマー: そうですね、じゃああの、外で、あ、食べるのもいいですね。
オペレーター: あ、夕食で、少々お待ちください。,オペレーター: えっとー、いろいろあるんですが、和食と洋食どちらがいいですか？,カスタマー: えーとじゃあ、あの、和食でー。
オペレーター: ではえーっと、早速ですけども、ご旅行の、えー具体的な、えー日取りや場所など、教えていただいてもよろしいでしょうか？,オペレーター: はい。,カスタマー: えー、まぁちょうど来週ぐらいかな、休みがとれそうなので、まぁこの時期行ってみたいなという、行ってもいいかなという感じがしてます。
オペレーター: うん。,オペレーター: うん、はい。で具体的ななんかなにかしたいとかはありますか？,カスタマー: そうですねー、あの、まぁ仕事であちこちは行ってるんですけども、あのー、結構今時ってどこでも同じような、例えば九州行ったって北海道料理とかですね、逆も、九州行っても、あー、北海道行っても九州料理みたいなのがあって、なんかどこでも一緒かなぁというのが多いんですけど、まぁそんな中で、やっぱりその土地ならではの、なんかこう名物料理で、ま美味しいものがあったら食べてみたいなぁと思うんで、おすすめのところがあったら行ってみたいなーって感じはするんですけど。
オペレーター: 名物料理ですね、じゃ、えーっと、まその土地ならではのっていうことなので。,オペレーター: ちなみに、えっとー、ごめんなさい。えーっと、そちらは、えっとー、人数などって決まってらっしゃいますか？,カスタマー: まぁあの1人でぶらっと行ってみようかなと思っています。
オペレーター: えーと。,オペレーター: もありますし、えー、エリアを多少絞りたいので、あのー、ち、地方を。,カスタマー: だと、今やっぱり寒いので、まぁ少し暖かいところがいいかなという気はしますけど。
オペレーター: うん。,オペレーター: 暖かい方。,カスタマー: まぁ、より寒いところ行くというよりは、暖かい方がいいかなって感じはするんですけど。
オペレーター: 外観。,オペレーター: 和風な方がいいですよね、和風な方が。,カスタマー: いやそんなこともないんだけど、あのーなんかこう、ね特徴、せっかく行くんだ、九州まで行くんだったら、なんか思い出に残るようなところに行ってみたいなと思って。
オペレーター: こんにちは。,オペレーター: 本日はご利用いただきまして、ありがとうございます。はい、お客様、どのようなご旅行をお考えでしょうか？,カスタマー: はい、えーとー、友達と二人で、関西の方に行きたいと思ってるんですけど。
オペレーター: あ、かしこまりました。,オペレーター: はい。えーと、いつ頃の予定でございますか？,カスタマー: そうですねー、4月ぐらいで考えてます。
オペレーター: あの、そういったご要望はございますか？,オペレーター: はい。,カスタマー: 関西なので。
オペレーター: はい。,オペレーター: ええ。,カスタマー: すごい食べ歩きとかー、できたらいいなーと思ってるんですけど。
オペレーター: あのー、食べたいもので、何かこれは食べたいですとかー、そういったご要望はございますか？和食がいいですとか。,オペレーター: はい。,カスタマー: その、食べ歩きできるようなイメージでー、例えば。
オペレーター: はい。,オペレーター: ええ、ええ。はい。,カスタマー: んー、なんだろうな。串カツ？串カツとか、あのたこ焼きとか、そういうお好み焼きとか、なんかそういう系のもの？が食べたいなーと思ってるんですけど。
オペレーター: はい、夜の10時半までやっております。,オペレーター: うんうん。ええ。,カスタマー: でもせっかくなら夜景見たいかなって思いました。
オペレーター: はーい。あとそうですね。あと何かお客様の方で、なにか、か、買いたいものですとかー。,オペレーター: そういったご要望はございますか？,カスタマー: 買いたいもの。お土産とかですかね？
オペレーター: そういったご要望はございますか？,オペレーター: ええ、ええ。はい。,カスタマー: うーん。大阪の、あの、グリコの、グリコの場所というか、あの、あの有名な場所あるじゃないですか。
オペレーター: あー、ええ、ええ、ええ、ええ。,オペレーター: あ、ああ、はい。,カスタマー: はい。あの辺、あの辺って、なんかあるのかなって思ったんですけど。
オペレーター: ですね、フフフ。,オペレーター: フフ、すごい楽しみですね。,カスタマー: なんか、甘いもの？なんか。
オペレーター: フフ、すごい楽しみですね。,オペレーター: あ。はいはい、甘味処みたいな。はい。,カスタマー: はい、なんか、そういうのも知りたいです。
オペレーター: そうですね。なかなか、はい、よろしいかと思いますね。,オペレーター: ええ、ええ。はい、あとなにか、お客様のほうで、何かご要望はございますか？,カスタマー: ああ、今のプランで満足です。
オペレーター: こんにちは、本日はご利用ありがとうございます。,オペレーター: えっとー、今回はどのようなご旅行をご希望ですか？,カスタマー: えっとー、ちょっと友達と2人で、あの旅行に行こうと思ってて、であのー、あ静岡県に行きたいんですけど。
オペレーター: 少々お待ちくださいませ。,オペレーター: 静岡はどこか、あのー、こことかありますか？あのー。,カスタマー: あ、そうですね、え特に、あの行き先とかを、ま地方とかを決めてないんですけど。
オペレーター: はい。,オペレーター: あ、はい。,カスタマー: あのー、ま静岡なので、こう電車で旅行しようかなと思ってて。
オペレーター: あ、はい。,オペレーター: あ、はい。,カスタマー: でその景色のいいところに、を見に行きたいなと思ってて。
オペレーター: あ、はい、あの海とか、山とか、あの結構な、あのー、海か山かみたいなところがあるんですけれども。,オペレーター: どちらの方がいいですか？,カスタマー: そうですねー、まずとりあえず海がみたいので、なんか伊豆とかの方かなー。
オペレーター: どちらの方がいいですか？,オペレーター: はい。,カスタマー: 伊豆じゃないですね、まぁなんかそういうそっちの海の方が見たいかなと思いますね、はい。
オペレーター: あの遊歩道があって、あのまぁ、天気が良ければ、あの伊豆の七島が一望できるという、気持ちの良い場所らしいんですけども。,オペレーター: あのー、まえっと、季節は今回はいつ、春で、すね。,カスタマー: あ、そう、えっとー、そうですね、あのーこれから暖かくなったら行こうかなと思ってるんで。
オペレーター: あとは、ちょっと海水浴場が多くなってしまうんですけれども。,オペレーター: あのー、それ以外では神社とかはお好きですか？,カスタマー: あ、そうですね、神社好きですねー。
オペレーター: はい、はい、わかりました。,オペレーター: あのー、お食事とかはいかがいたしますか？,カスタマー: そうですね、せっかくまぁ海沿いにいるんで、なんか魚関連の何かが食べれたらいいかなと思うんですけど。
オペレーター: はい。,オペレーター: お刺身とかはお好きですか？,カスタマー: そうですね、お刺身大丈夫です、うん。
オペレーター: 特にあの。,オペレーター: 金目、のあのこのじ、地元で捕れる金目鯛はブランド魚って書いてますね。,カスタマー: えじゃあ、ちょっとねぇこう奮発して、まぁたまの旅行なんで、ちょっとそういうところで、ま金目のそのしゃぶしゃぶはすごいちょっと美味しそうなんで。
オペレーター: はい。,オペレーター: はい。,カスタマー: そこでお昼食べようかなって思うんですが、はい。
オペレーター: はい。,オペレーター: あ、なんかそうですねこの、金目鯛特になんかすごく脂が乗っていて、お刺身とかあと漁師煮、浜焼き、唐揚げなんかすごい色々も、なんかメニューがあるみたいなんで、楽しんでいただけると思います。,カスタマー: そうですね、そう、やっぱあのなんか、お刺身だけだとちょっとね、寂しいので、色々食べれた方がちょっといいかなと。
オペレーター: そうですね、なんかいろんな料理が満喫できるお店みたいです。,オペレーター: あとなんかお土産とかいかがでしょうか？,カスタマー: そうですねー、お土産ー、なんか、あー家にちょっと、ま親とかに買っていきたいんですけど、なんかぎょ、ぎょー、魚の加工品とかなんかそういうものを扱っているところって近くにありますかね？
オペレーター: じゃこちらチェック入れておきますね。,オペレーター: あとはなにかあのー、ご質問と他になにかやってみたいなとかございますか？,カスタマー: そうですねー、まちょっと海の方見たんで、こう海じゃないや、ま山とかそういう景色がいいところがあれば教えていただきたいんですけど。
オペレーター: あのー。,オペレーター: 山がいいですか？,カスタマー: そうですね、山の方であれば、ま例えば湖とかなんかダムとかそういうこう、ね緑の風景が見れたらいいかなと思うんですけど。
オペレーター: はい。,オペレーター: あとはなにかあのーご質問とか行きたい場所、欲しいものとかございますか？,カスタマー: そうですね、お土産とかももう買ったので、まぁ、もう1箇所見に行くか、あとは夕飯の場所もちょっと考えときたいかなと思うんですけど。
オペレーター: あ、はい。,オペレーター: えと何がいいですかね、和食か洋食かとかありますか？,カスタマー: そうですねー、まお昼和食というかお魚だったので、まーあの、和洋どっちでもいいんですけど、あのおに、お肉が食べられるようなお店をちょっと教えていただきたいと思います。
オペレーター: ホテルの中なので、安心して食べられるとは思うんですけれども、いかがですか？,オペレーター: 夜は17時から21時までやっていますが、夜は要予約なのでご注意ください。,カスタマー: 予約、なんかもっとこうガッツリ、こうステーキとかハンバーグみたいなお店がもしあったら、教えていただきたいんですけど。
オペレーター: はい。,オペレーター: 少々お待ちください。,カスタマー: なんかバーベキュー的なものでも、いいんですけどなんかそういうのがあったらいいかなーってちょっと今思ってます。
オペレーター: はい、よろしくお願いします。,オペレーター: えっとー、今回ご旅行はー、どちらの方面とかーをご希望されていらっしゃいますか？,カスタマー: あ、大阪の方で、ちょっと考えておりまして。
オペレーター: はい。,オペレーター: えとー、大阪ですと、あの何人ぐらいのかたで回られる予定でございますか？,カスタマー: えとー、今二人で、友人と二人で、はい。
オペレーター: あ、あ、承知しました。,オペレーター: 特にあの大阪でー見たいものとかってありますか？,カスタマー: なんかお笑いーの多分劇場とかそーゆうのあると思うんですけど、そーゆうの、とかー。
オペレーター: 特にあの大阪でー見たいものとかってありますか？,オペレーター: はい、はい。,カスタマー: あとはま大阪らしい物なんか食べたいなとか、あはは、考えてます、はい。
オペレーター: えっと、一応見るって事で検索をかけています。,オペレーター: 演芸みたいな形でよろしいですかね。,カスタマー: そうですね、お笑いー、だったら。
オペレーター: えーと他に何かご覧になりたいものとか、ありますか？,オペレーター: はい。,カスタマー: 見たいもの、は、そんなに、ない、うん。
オペレーター: はい。,オペレーター: ではあのその、何かこう、歩き、歩きながら。,カスタマー: 食べ歩きとかー、なんかたこ焼き食べた、美味しいたこ焼き屋さんとか。
オペレーター: それからあとは。,オペレーター: あ、こちらも、中で食べる事も外で食べる事も出来そうな感じのとこなんですけれども。,カスタマー: 何か出来ればイートイン出来る、寒そうなんで時期的に。
オペレーター: あ、こちらも、中で食べる事も外で食べる事も出来そうな感じのとこなんですけれども。,オペレーター: あー、そうですね。,カスタマー: な、なのでちょっと、さ、よ、中で食べれるような所があれば、いいなってゆう思いで。
オペレーター: 天かすサクラエビなどが入った、具沢山のたこ焼きがはい、あります。,オペレーター: あのー、お店の中でも食べられまして、当然お持ち帰りも出来るんですけれども、このお店はいかがでしょうか。,カスタマー: あ、そこで、是非お願いしたいでーす。
オペレーター: な、その中でも何か串カツとかー、<>てゆうのもありますし、,オペレーター: 串カツとかご興味ありますか？,カスタマー: あ、はい、なんか大阪らしい食べ物食べたいと思ってて、やぱちょと関東なので、すごい、そーゆうなんか、大阪らしい食べ物食べたいなってゆう。
オペレーター: あ、そうですね、同じ、ちょっとエリア、道頓堀店なので、し、新世界の方に回ってみますか？,オペレーター: 一応今道頓堀で検索かけたんですけれども、新世界の方で変えてみますね。,カスタマー: 良かった新世界で、はい。
オペレーター: あの、ま、写真で見る限り、あのー、大体あのー同じような串カツなんですが。,オペレーター: 煮込み料理とかがあるのはーあの、いっとくっていう、串カツいっとくってとこ、あのお写真ではあの煮込み料理みたいなものも、あの一緒に出てまいります。,カスタマー: あー、なるほど、土手焼きとかも食べたいなって思うんで。
オペレーター: 煮込み料理とかがあるのはーあの、いっとくっていう、串カツいっとくってとこ、あのお写真ではあの煮込み料理みたいなものも、あの一緒に出てまいります。,オペレーター: はい。,カスタマー: だったら煮込みとか、あったほうがいいですもんね、はい。
オペレーター: で、そうですね。,オペレーター: いろんなものが、あのー、あるのでちょっとこのー。,カスタマー: 串カツだけじゃなくて、そうですねいろんなものが食べたいね。
オペレーター: はい。,オペレーター: で、はい。,カスタマー: 行ってみたいです、はい。
オペレーター: ここ、チェック入れさせていただきますね。,オペレーター: とお好み、ええ、お好み焼きじゃなくて、えと、えーと、たこ焼きを食べてー、えー串カツを食べて、今あのーいっぱい食べてきてるんですけれども。,カスタマー: うふふ、なんか、そう、観光したい、観光、なんか。
オペレーター: えーと、食べる、以外でですか？,オペレーター: んか、ちょっと、えーお好み焼きとかはいかがですか？,カスタマー: ちょっとー、なんか夜にホテルで高いディ、なんかちょっといい感じのディナーとかを食べたいなって思っててー。
オペレーター: あー。,オペレーター: じゃああのちょっと、新世界で、見られるものとかを探してみますね、はい。,カスタマー: はい、観光とかなんか、ショッピングしたいなみたいな。
オペレーター: え、学業やあの、病気平癒と、神様に、としての神様としてあがめられています。,オペレーター: と、こちらー、行かれますか？,カスタマー: あ、ちょっと記念に登ってみたいです、はい。
オペレーター: その他どこか見てみたいっとかってありますか？,オペレーター: とー、なか。,カスタマー: まあとは散策、さっきみたいに、さっきおっしゃっていただいてたちょっとあの辺、ぷらぷらしようかなーって思って。
オペレーター: あのー公園がございますのでさっき申し上げました公園がありますので、公園の中にいろいろと歩いて回ったりとゆう、まあお店もあります、あ、事もありますし。,オペレーター: 特にいろんなお店が沢山ありますので見て回る事は本当にか、あの、簡単に、出来ると思いますので、よろしいんじゃないかと思われます。,カスタマー: あ、はい、じゃそれで、そんな感じで行きたいです、はい。
オペレーター: はい。,オペレーター: えっといろいろ食べ歩きされているんですけれども、ではあの夕飯とかーいかがいたしますか？,カスタマー: 夕飯はちょっと友達が誕生日なので、あのー、ちょっとホテルの、ちょっとお祝いしたいなって思ってるんですけど。
オペレーター: えっといろいろ食べ歩きされているんですけれども、ではあの夕飯とかーいかがいたしますか？,オペレーター: あーそうなんですか、はい。,カスタマー: ホテルのディナーみたいな感じでなんか、はい。
オペレーター: じゃお食事―、ちょっとあの食べるで検索させていただきますね。,オペレーター: あのー、ホテル―ですと、あの、あ、何料理がいいですか？,カスタマー: あー、何がいいかな、イタリアンとか、えへへへへ。
オペレーター: あえーっと外国料理でちょっと検索かけてみますね。,オペレーター: えーっと、ホテルの中がよろしいんですよね。,カスタマー: そう、なんか景色がいいとこがいいなって思ってます、はい。
