operator_utterance,customer_utterance
オペレーター: あ、ありますか？,カスタマー: はい。なんかあのー
オペレーター: あ、えーとですね。,カスタマー: なんか全然イメージがなくて…フフフ。
オペレーター: はい。,オペレーター: 一応エリアはこのー付近とかで、よろしいでしょうか、他もっと。
オペレーター: はい、ではですね、北海道で温泉をお調べいたしますので、少々お待ちいただけますか？,オペレーター: え、お客様、北海道、温泉、結構いろんな施設がそろっておりましてー、
オペレーター: かしこまりました、では本日のご案内は以上となります、ご利用いただきましてありがとうございました。,カスタマー: はい、はい、どうもありがとうございました。
オペレーター: はい、こちらでですね、あのー,オペレーター: その、しま、尾道しまなみ海道の観光案内やイベント情報が、あのー、得られるそうなんですね。
オペレーター: はい、そういったお店もございますね。,オペレーター: はい、あとあれでしたっけ、あのー明太子でしたっけ？
オペレーター: あ、例えばなんですけれども。,オペレーター: あのー、北海道の登別温泉。
オペレーター: はい。はい。はい。ええ、ええ。はい。,オペレーター: はい。あ、あーはい、はい。ただいまですね、あ、お客様何かあのー和食とか、あのー洋食とかはあのーその京都ならではの料理ですとか、そういったご要望とかはございますか？
オペレーター: はい。,オペレーター: ま、かしこまりました。
オペレーター: 生け簀の魚介をですねお客さんのお好みで調理してくださるそうです。,カスタマー: あっ、はい、わかりました。楽しみですとても。
オペレーター: こちらお友達との4名様でしょうか？あるいはご家族での4名様でしょうか。,オペレーター: ご家族でございますね。では小さいお子様はいらっしゃいますか？
オペレーター: こちら、どちらがお好きというか、なんかニソウとか。,カスタマー: やっぱ、後者のほうが面白そうですね。
オペレーター: ま、こちら歩い、歩いて疲れちゃったら、あのー先程の、あのーカフェの方で、あの知布どま、泊で、まちょっとお休みいただいてってかたちかなって。,オペレーター: でまたあのー、他の岬や滝など、ま滝は見に行くのも、歩いて行かれるわけじゃないので。
オペレーター: はい。,オペレーター: あっ、そうですね、有名な海岸<>。
オペレーター: ええ、ええ。あー、温泉街ですね。,オペレーター: はい。はい、少々お待ちください。
オペレーター: おっぱジェラード工房。,オペレーター: あっ、はい。少々お待ちください。これ11時から17時まで無休ですので。
オペレーター: はい、そうですねやはり伊豆ですとあの海産物。,オペレーター: が有名なんですけど、はい。あのお好きでしょうか？
オペレーター: まあ室内も見られるんですけども。,オペレーター: あのすごい、豪華なあの。
オペレーター: そうですね。,オペレーター: こちらも、そうですね、営業時間10時18時ですので、特に問題はないかと思います。
オペレーター: ねぇ。違います。あっ、お客様、これもしかしてまさにイメージにぴったりな。,カスタマー: もうもう、びっくりです、はい、今。はい。
オペレーター: はい、あのー、北海道ですと、お寿司ですとかー、はい、あの大変、あのー、有名でー、あの、たくさんお店があるんですけれども。,オペレーター: はい。例えばなんですけれども、えーと、鮨棗さんというお店がございまして。
オペレーター: そうですね、お客様例えばー、新千歳空港ですとー、ポケモンストアっていうのもあるんですけどー,オペレーター: これはちょっと、お客様ー、
オペレーター: でも、かん、写真の感じはとても素敵な感じで、あのー、ねぷた祭りの写真とかも映ってます。,オペレーター: ここはあのー。
オペレーター: あ、でも結構あの、昔からの、出汁の今井と称されるうどんの名店ていう、あの道頓堀今井本店ていうお店が今出てるんですけれども。,オペレーター: なんとなく、ゆ、言われているような、あの、おうどんが出てます。
オペレーター: ええー、はい、あの、まさにですねお客様おっしゃられる通り、こちら滝の清涼感を感じるにはぴったりの季節<>思います、はい。,オペレーター: で、あのーこちらですねー駐車場からもですね、滝まで歩いて5分くらいで行けましてー、付近にはですね展望台とかもあるんですね。
オペレーター: なんだろう、濃くないというか。,オペレーター: ちょっと薄めの色合い。
オペレーター: っていうのはもう、おき…、ありますか？,カスタマー: そうですね母親とー、観光する予定なんですけれどもー。
オペレーター: で、月曜日が閉店日になっていて祝日の場合は、えー、翌日になります。,オペレーター: えっと、入館は300円になります、大人は。
オペレーター: ちょっと、に…。,オペレーター: あー、そうですねー。ああー。ええ、ええ、ええ、そうですよね。
オペレーター: ええ。例年ひまわりフェスティバルに合わせて、まんかんに、満開になるそうで。はい。,オペレーター: 大変オススメでございます。はい。じゃ、こちらも、はい。
オペレーター: ありますあります、あの、しかも、あのJR仙台駅から徒歩1分となっております。,オペレーター: 良かったですね、はい。
オペレーター: そうですね。,オペレーター: はい、じゃ、こちら、えーと、JRタワー展望室T38、こちら、えー、リストの方に、加えさせていただきますね。
オペレーター: いいんじゃないかなと、思われますので。はい。,オペレーター: ただ、お買物の時ちょっと小腹がは、空いたらって感じなんですけども。
オペレーター: に行っていただいたり、口之島に行っていただいたりっていう形で、本日、あの、ご案内のほう、させていただきました。,オペレーター: じゃあ、こちらでよろしいでしょうか。
オペレーター: こちら紹介しましょうか？,オペレーター: はい、えーと、<>、えーと、お客様、えーと、ご希望にぴったりかなあと思うのが、美山陶遊館という場所がありますね。
オペレーター: フフ、はい。,カスタマー: 1ヶ月後に取りに来いじゃなくて良かったです。ウフフフ。
オペレーター: カプチーノであったり、あとですねこちらお食事のようなものですね。昔金次郎が食べていたっていうですね。,オペレーター: あの食事を現代風にアレンジした。
オペレーター: 一応市場、えーと、市価よりも、えーと、2〜3割安く手に入る品もあるとのことです。,カスタマー: あ、それいいですね。
オペレーター: えっとー、温泉地、今、見ます。,オペレーター: と、群馬県辺りですと、温泉あり…、いかがですか。
オペレーター: はい。そうですね、あとはですね良さそうなところとして、えー、少々お待ちください。,オペレーター: あっ、はい。えっとお客様、あの秋に行かれるとのことなので、例えばですねあの青森に八甲田という山がございます。
オペレーター: うん。,カスタマー: そ、そういうのがあっても。
オペレーター: はしたてセットや夜のコースなどもございます。一応、出来たてを味わえるテイクアウトの営業もあるみたいなので。,オペレーター: そうですね、こちらで、まあ、お昼はさくっと済ませるということもできるかなと思います。
オペレーター: えー、の、こちら蕎麦屋の名前がー、東屋大手先店という所で御座いましてー、,オペレーター: こちらですとわんこそば、おひとり様、2920円から、お楽しみ頂けます。
オペレーター: そうですね。,オペレーター: 三線かな、あのーっていうのを弾きながら、まなんか、毎日あの民謡のライブが行われているお店があるんですけど。
オペレーター: うーん。,オペレーター: じゃあ一応さっきのもえーと。
オペレーター: はい。そういうのですね、あるんですね。はい。,カスタマー: いろいろあるんですね。
オペレーター: 例えば、瀬長島という島がございまして、こちら。,オペレーター: はい。こちらがですね、えーとですね、那覇空港の南に位置しておりまして、はい。
オペレーター: お客様、こちらいかがでしょうか。,オペレーター: 素晴らしいでしょうか。はい、このようなあのお客様、場所をお探しであったということで。
オペレーター: そういう感じですと、少々お待ちください。,オペレーター: えっと、一応ですね、そのガラスー、ですね、まあ、薩摩切子の方ですとー、あのー、製作、製造工程の見学もできるお店っていうか、工房もあるんですけど、こっちも紹介しましょうか？
オペレーター: こちらからまず詳しい内容をご提案致しますね。,カスタマー: あっはい、おねがいします。
オペレーター: うんうんうん、あのー。,オペレーター: えーっとですね、ま、何個かあるんですけど。
オペレーター: 秀吉が、そう、お、弟ですかね、弟秀長に命じて築城、と書かれておりますね。,カスタマー: 作っ…。
オペレーター: まあ、あの京都ですので、なんか日本画とかお茶とかってものが、結構多いですよね。,カスタマー: ま、そうなんですよね。
オペレーター: ワインのあの売り場の写真が載ってるので、こちらで買うことはできるんじゃないかなっていう。,オペレーター: で先程のあのー、山崎ワイナリーと位置関係的にはわりと近いですね。
オペレーター: はい。,カスタマー: 変わってるのであれば、いいかなーと思います、<>。
オペレーター: はい、そっやはり洋館…みたいなところがございまして。はい、こちらがですね、そうですね、あのー218年間唯一のヨーロッパと貿易の窓口だったオランダ商館の跡地。,オペレーター: となっております、はい。こちらそうですねあの洋館となっておりますので出島ですね、はい、こちらもなかな。
オペレーター: スイーツ。,カスタマー: スイーツ。ふん。
オペレーター: 宮本三郎さんて、ご存じですか？,オペレーター: 宮本三郎さん、ていう方。
オペレーター: あっ、えーっと、ダイビングですね。,オペレーター: あっ、わかりました。ちょっと待ってください。
オペレーター: えーと。,オペレーター: あ、そうですね、いくつかあってー、なんか陶芸品みたいなところでしたりとかー、あとは、これはちょっと違うかな。
オペレーター: ちょっと。,オペレーター: そうですね、こちらは駅から近いと思います。えと、こちらは、えー、最寄り駅が越後川口という駅になりまして、駅から5分、車で5分でございます。
オペレーター: え、境内には、えー、1846年にキリスト教伝道のために、えー、来島した、えー、宣教師、<>のベッテルハイム記念碑なんかも立ってるみたいですね。,オペレーター: ええ、ちょっとこちら、写真がないので、あのー。
オペレーター: えーと先ほど一応神社とかでも、そういうなんかー歴史的なーブンシ場所でもいいっという風に仰ってたと思うのでー一応、一旦じゃあ神社とかって感じで検索させて頂いてもよろしいですかー。,オペレーター: はい、かしこまりましたー。
オペレーター: あとお客様の方であの春の伊豆方面で何か見てみたいですとか食べてみたいですとか。,オペレーター: そういったご希望はございますか？
オペレーター: ええ。,オペレーター: そうですよね。なんかそういったそのドラマのようなー、いわゆるこう歴史的ストーリーのようなものがですね、そういったものは特に書かれておりませんのでー。
オペレーター: はい。名物。,オペレーター: えぇ、ですね。
オペレーター: では京都にいつ頃ご旅行なさいますか？,オペレーター: あーなるほど例えば4月とか3月のとかそれぐらいでございますね。
オペレーター: ところが今出てるんですけれども。,オペレーター: あのー、おか、あの沖縄北部に位置するやんばるの森、緑に囲まれた広い店内には大人気の紅芋タルトをはじめ。
オペレーター: えー、0550、となっております。,オペレーター: はい、…はい、ではそれではえーっと、本日決まったご予定を改めて確認させていただいてもよろしいでしょうか？
オペレーター: えーと…。,オペレーター: と、陶…芸…。陶芸、あった。
オペレーター: これちなみに、まあお一人で食べ歩きでしたっけ。,オペレーター: お一人…。
オペレーター: お客様。,オペレーター: 歩いてたりすると甘いものも食べてく、食べたくなるかと思うんですけれどもいかがでしょうか。
オペレーター: あ、お客様ございました。,オペレーター: 仙台、ええ、仙台朝市ですかねー。
オペレーター: うろこの家とか、英国館を散策して。,オペレーター: あとあの、お城のような神戸のすいみ、えー石の。
オペレーター: ではですねー。どうでしょう。今～、結構そのー、昔からある、こう戦災を生き抜いたー、お寺、失礼しました、教会、で、,カスタマー: うん…、うん。
オペレーター: 伊豆最古の2400年の歴史を持つ神社です。,カスタマー: ふんふん。えー、ソウヒの木造りの本殿には、縁結びのイコナビ、メ。
オペレーター: あ、そうなんですかー。,カスタマー: うーん、そこいいかも。
オペレーター: はい。,オペレーター: トキは、め、トキは珍しいですよねー。
オペレーター: はい。,カスタマー: ま、食べ物はあんまり。
オペレーター: で、お食事は夜お魚をですね、えー、ねぎぼうずというお店でお召し上がりになって、もしかすると、お昼に牛タンの福助さんの方で<>かもしれないという感じ,オペレーター: で、お土産が仙台の三越ということでよろしいでしょうか？
オペレーター: はい。はい。こちらもですね、札幌市内にございましてー。,オペレーター: はい。で、こちらがですね、あのー、ネタは毎朝市場で旬のものを。
オペレーター: ちょっと、どんなのがいいですかね。,カスタマー: なんか北海道らしいみたいなのってありました？
オペレーター: あ、はい。,オペレーター: そうですね。ええ、ええ。
オペレーター: うんうん。,オペレーター: 牧場。
オペレーター: あ、左様でございますか。よかったです。ありがとうございます。,オペレーター: ではこちら、お菓子御殿名護店といいますので、よろしくお願いいたします。
オペレーター: あ、そうですね、こちら、あの、駅から、あーの、すぐのところですね、わりと。,カスタマー: あーなるほどなるほど、えー。
オペレーター: では、ありがとうございました。,オペレーター: こ、あ、こんにちは。本日はご利用ありがとうございます。
オペレーター: こちらが、えっと、地元産のミズイカや朝捕れたての魚、五島ビブタ、これ。,オペレーター: えーと、豚、五島牛、などを、あの、囲炉裏の炭火で焼くコース料理っていうのがありますね。
オペレーター: 少々お待ちください。,オペレーター: ちょっと
オペレーター: 或いは魚介類とか契約農家で作っている地場産のお野菜。,オペレーター: そういたものを使った、ええお店でございまして。こういったお店、お客様お好みでしょうか？あ、それ。あっ、いいですね、それ、ええ。
オペレーター: 白山ですか？,オペレーター: 少々お待ちください。
オペレーター: 一応こちらのお店がえーと17時から22時半,オペレーター: までやってて、
オペレーター: えっとー、温泉というようなイメージではなくって、あのー、ここ、今、見てるのはスパなんですけども、あのー、結構、展望台があったりとかして。,オペレーター: それで、こう、眺めがよく。あとは、まあ、あのー、日帰りとかがあるのかな。立ち寄りができる温泉みたいな感じなんですね。あのー。
オペレーター: いうところで、こちら、あの、江戸時代には既に冷泉と知られた、し、四万十川源流域に湧くホテルの、えー、温泉って形ですね。で。,オペレーター: 効能などは書いてないんですけども、ここの温泉の効能は数多く。
オペレーター: あのー、そうですね、サービスエリアとか。,オペレーター: 申し上げたようなところばかりになってしまうんですけど。
オペレーター: こちらも、えーと、香川県高松市内のお店となっていまして,オペレーター: えーと、店内は古い倉庫を改装した、えーと、造りとなっております。
オペレーター: あ、滝、ご興味ございますか？,カスタマー: はい、マイナスイオンが出そーな感じの、はい。
オペレーター: 他はあの、なんか。,カスタマー: 他の韓国料理みたいな、別の国の。
オペレーター: あ、そうですね、同じ、ちょっとエリア、道頓堀店なので、し、新世界の方に回ってみますか？,オペレーター: 一応今道頓堀で検索かけたんですけれども、新世界の方で変えてみますね。
オペレーター: はい。えーと、例えばなんですけれども、行かれる時期とかはお決まりですか？,カスタマー: そうですねー、特に決めてなかったんですけどー。
オペレーター: えーえー、はい。,カスタマー: 雪ーを含めて、こー<>ですよみたいなところって。
オペレーター: 船頭さんが、こちらよいしょよいしょと言う感じでボートを漕いで。,カスタマー: あー、えーえー。あ、なんかのどかな感じですね、いいですね。
オペレーター: はい。,オペレーター: ただいまお調べいたしますので、少々お待ちください。
オペレーター: あ、黒豚のとんかつ、あ、じゃあとんかつのお店で調べてみますねー。,オペレーター: はい、えーやっぱいくつかーございますねー、黒豚の店。
オペレーター: あのー、こちらちょっとあの和食になるんですが、肉か。,オペレーター: 肉は、えー、神戸迎賓館、ルアンコというところがあるんですけども。
オペレーター: でー、なんか、その、うん、どうぞ。,カスタマー: あ、<>ごめんなさい。地底というのは、あの地の底の地底ですよね。
オペレーター: あ、そう…はい、じゃあちょっとこちらでご紹介させていただきたいお店が見つかりましたので、こちら読み上げてもよろしいでしょうか？,オペレーター: はい、こちらえーっと、札幌かに本家、札幌駅前店となっております。
オペレーター: このほて、リッツカールトン、で、って入ってるんですけど、一応ホテルで,カスタマー: んー、これがホテルの中なのかがちょっと。
オペレーター: ええ。こちら、でも、あれですね、国重要文化財ですね。,カスタマー: はい。おおー。
オペレーター: え、はい、こちらはい、きょ、京野菜とかですね、お肉、魚とかの一品メニューもございますし。,オペレーター: まああの居酒屋的な感覚ですね。居酒屋でなおかつ家で食べるような食事をイメージしていただければと思います。
オペレーター: あ、ここはですね、ランチはやって<>、夜だけなんですねー、夕方の5時からですのでー、えーなのでー、もしよろしければお昼はですね、ここで食べられないようなもの<>。,オペレーター: そうですね、さっきの話だとソーキそばとかになりますがー、例えばまあ夜はこういった和食ですのでー、お昼は洋食にするとか、あるいはもっと、ええ。
オペレーター: はい。,オペレーター: 一応、あのー、中部といいますか長野県の辺りで探してみますね。
オペレーター: ライラックってなんだろう、ちょっとライラックっていうのがなんなのかわかんないわからないんですけど,オペレーター: ま中庭の奥なのでちょっと庭の開けたところというかそういったところであのージンギスカンが楽しめるんじゃないかなと
オペレーター: 島だと。,オペレーター: と、ちょっと島だけだと範囲が広くて、なかなか検索に出てこなくてですね。
オペレーター: そうでっすねー。,カスタマー: とあ、ちょ、ちょっとー…、あのー…、位置関係が分からないんで、そこら辺、ち、ちょっとー…、ん、お、教えて頂ければなと思ってます。
オペレーター: はい、そうですね。そうしますとやはり先ほどのお店で、あの、あっえーとですね、山形名物冷やしラーメン。,オペレーター: うん。ご興味ありますか？
オペレーター: これ、そうですね。,カスタマー: へー。ちょっと豪華な感じで、これ以外にあのまぁ、しゃぶしゃぶとか、あとま漁師飯みたいな、あの伊勢海老とかもこう、あるっていう感じですね。
オペレーター: あのえーっと色々揃っているみたいでー、まあなんか女性、とかにも、人気のお店のようですー。,オペレーター: そうですね。こちらもなんか二十四時までーやっているので、結構遅い時間までー、呑んじゃったりとかもー、出来るー…、お店となってますねー。
オペレーター: ではですね、こちらの方でご案内できるものをいくつか、はい、見繕ってみますねー。,オペレーター: えー、例えばですねー、飾り物、インテリア系の飾り物であったりー、あとですねー、ちょっとお待ちくださいね。
オペレーター: うん。,オペレーター: じゃああの。
オペレーター: ですので、まあ、ちょっと、スキーの方は早起きして、,オペレーター: お楽しみ頂いてー、
オペレーター: はい、えーと、もうなんか行く方面だったりとか、地方とか、県とかってもう決まってますか？,オペレーター: あ、鹿児島県ですね、はい、かしこまりました、鹿児島、はい。
オペレーター: 今ですね、あのちょうどのどぐろって仰ってて。,オペレーター: で、のどぐろのお店が。
オペレーター: あとはあのー、ま春なのでちょっと海水浴場っていうあれではないとは思うんですけども。,オペレーター: 海岸とか見て歩くのはいかがですか？
オペレーター: 利き酒体験が…うん、できるところとなっているんですけれども。,カスタマー: 利き酒…。
オペレーター: えーっといかがなさいーますかねもうちょっと…、お料理～…、一応探してみますか他のお店とかー。,カスタマー: お、お庭とー、お寺～のあとー…、がー。
オペレーター: この出津教会はですねー。建てられたのがー、千八百八十二年でしてー、はい。まああの、当時の信者たちが…、まあ勤労奉仕をしてー、建築されたー、そうです。,オペレーター: で、えー、こちらの方はですね、こちらもですねー、えー世界文化遺産の方に指定された集落の、出津、えー集落。ですね。
オペレーター: そういったところはお好きですか？,オペレーター: ハーブなん、ハーブ園なんですけど。
オペレーター: でなんか、たぶん夕方の5時ぐらいに行っても、なんかあんまり並んでなくて。,カスタマー: そうですよね、はい。
オペレーター: はい。そうしますとですね、例えばなんですけれども、札幌かに本家札幌駅前店さんがございまして。,カスタマー: はい。温泉もあるんですか？そこに。
オペレーター: はい。,オペレーター: センザンセンと、よ、お読みするんですかね。
オペレーター: こちらは奈良、代々奈良吉野の林業を営んでいる家に生まれた、えっと茶道美術に造詣の深い北村謹次郎氏が、茶を楽しむ為に収集した茶道美術品を所蔵しています。,オペレーター: そういったものが、あのーコレクションされていて、されています。
オペレーター: 建物がですね、あの、大正4年に建てられたー,オペレーター: あのー、お店、なんですね。
オペレーター: こちらは、あの、もう、本当に海水浴。ま、ベビーもお勧めとは書いてありますけれども。,オペレーター: 特に、あのー、何か、こう、あそ、遊ぶ場所とかっていうのは。
オペレーター: じゃ、ちょっとたこ焼きでー。,オペレーター: うどんでございますか？
オペレーター: こんにちは、本日はよろしくお願いします。,オペレーター: では、えーと。
オペレーター: そして、夕ご飯は美食ダイニングえん沖縄でお召し上がりいただくということでよろしいでしょうか？,オペレーター: ありがとうございました、それでは本日の観光案内は以上となります、ご利用いただきましてありがとうございました。
オペレーター: ええ、ではいかがいたしましょう、新千歳空港のほうでお土産屋をお調べいたしましょうか？,オペレーター: じゃあ、少々お待ちくださいませ。
オペレーター: 天かすサクラエビなどが入った、具沢山のたこ焼きがはい、あります。,カスタマー: うーん。あのこちらビールとかもありまして、ソフトドリンクもございます。
オペレーター: はい、一応こちら営業時間がえーと、決まってまして、,オペレーター: あの営業時間、その、レンタルできる、ネイチャーセンターの営業時間になるんですけど、一応こちらが、9時から17時までとなっております。
オペレーター: こちらがですね、あのー、8時、朝の8時半から夜の8時まで、はい、あの、長い時間営業しておりますので、はい。,カスタマー: はい。大人さま、1880円となっております。
オペレーター: あとそうですね、あの鳥取…なんですけれども、ハワイという場所がございます。,カスタマー: えっ…はい。ふーん。
オペレーター: のかなー、とは思います、まあ、あのー、非常にひなびた小さなー、温泉施設というわけではないかと思います。,オペレーター: あのー、スーパー銭湯のようなものとは、あのー、写真は違いますのでー、
オペレーター: はい。,オペレーター: はい。お待たせいたしました。例えばなんですけれども。
オペレーター: となっていますね。,オペレーター: なのでもしかしたらこのひげのうしだと、他よりはちょっと。
オペレーター: 季節はいつ頃、予定されてますか？,オペレーター: 秋ですね。
オペレーター: あー、はい。,オペレーター: ええ、ええ。しょうし…。
オペレーター: でー、えーとー。一応、二軒目なんですけどー。,オペレーター: 沖縄家庭料理の店…、まんじゅまい、っていう、お店が、出てきまして。
オペレーター: 例えばなんですけれどもー,オペレーター: あのー、北海道と言いますと
オペレーター: そどっちをあのメインで作ってるとかもちょっとわかりかねるかたちですね。,オペレーター: ホームページは、今こちらのデータには載ってないですね。
オペレーター: えーとですね、かに、かに大陸さんというお店屋さんがございまして、こちらーがですね、あのー一応お店の名前はかに大陸さんというお店なんですけれども、あのーはい。,オペレーター: あの、岩牡蠣も、はい、楽しめるお店ではございます。
オペレーター: 京都という感じをですね、あの十分に堪能するにはこっちもいいかなと言う気がしまして。,カスタマー: あー、はー、あの別にその一見さんはだめとかそういうこう、すごいお店ではなくて旅行のお客さんも大丈夫ってことですか。
オペレーター: あっ、本当ですか、こちらですね、シボウ千日前本店というところなんですね,オペレーター: はい、こちらですと例えば大阪の名物ねぎ焼きミックス1706円といった具合になってまして
オペレーター: え、こちらは、国産牛のローストビーフや、えー、話題の、あ、呉海自カレーなど、アラカルトメニューが楽しめるとゆーことですので。,オペレーター: まさに海軍カレーが、お楽しみいただけるお店なんじゃないかなーと思いますね。
オペレーター: 一応こちらはいくつか写真もございましてー、なんかかなりー、あのジャズのそのーレコード。,カスタマー: あー。<>CDとかじゃなくてレコードがすごい店内に飾られていてー、店自体もすごいなんか昭和ーのこう、良い感じのー喫茶店みたいな。
オペレーター: 温泉なんですけど、写真を見る限りだと。,オペレーター: 露天で、黒部川。
オペレーター: はい。,オペレーター: なんか、ここは、あの、カキと魚貝のワイン酒場みたいな感じなんですけど。
オペレーター: 茶房チャ、チックタックっていうのがあるんですけれども。,オペレーター: 有馬で、ここはあのー。
オペレーター: はい、お待たせいたしました。お客様、あの山形県の、はい東根市というところにですね、あの有名なあのー果樹園がございまして、こちらがですね県内最大規模の果樹園となっております。,オペレーター: はい。で、こちらですねさくらんぼがメインなんですけれども。
オペレーター: まあ、ちょっと夏に、行かれるということでした、ちょっと時期が…,オペレーター: そうですね、ちょっと…
オペレーター: そうですね。,オペレーター: 天満宮も近いですね、はい。
オペレーター: ね。,オペレーター: ホテルで、ホテルというか旅館で食べる的なところが多いんじゃないかな。
オペレーター: あのー、こちらは、えーそごう横浜店の6階になります。,オペレーター: はい、あ、そうですね、はい。
オペレーター: はい、かしこまりました。じゃ、こちらも候補の一つとして。,オペレーター: はい、押さえておきます。
オペレーター: あー、いいですねー。,オペレーター: 温泉、三昧というかー、ええいいですよね、では少々お待ちくださいね。
オペレーター: はい、ではですね、こちら例えば、,オペレーター: 法善寺横丁やき然というお店がございまして、
オペレーター: 有馬温泉の建物の。,オペレーター: あり、あの、神戸クアハウスというところです。
オペレーター: では、お客様まあーあのー修学旅行の子達ですね、結構いろんな所におりますので、もしか、どこに行っても結局は遭遇してしまう可能性あるんですけれどもー。,カスタマー: ふふふ、はい。
オペレーター: いつでも行けます。,オペレーター: はい。じゃ、こういったほうがご興味ありますかね？
オペレーター: デートにお勧めって書いてあるんですけど。,オペレーター: お友達同士でもいいかなっていう。
オペレーター: はい。でこちらあの、伊江島という島が沖縄の本島の向かい側にあるんですけれども。,オペレーター: その島を望める場所にございまして。
オペレーター: はい、かしこまりました。はい。ただいまですねあのお調べしましたところあの桜が綺麗なところがございましてそちらをまずご案内してもよろしいでしょうか？,オペレーター: はい。こちらがですね、あのーえっとですね、し、えっと静岡浅間神社という神社がございまして、はい。
オペレーター: ま、ちょっと冬は休みなんですけど。で、入園料がハッセ、800円かかるんですけれども。,オペレーター: で、なんかイベントとか季節によって変更があるようでございますので、こ、お気を付けください。
オペレーター: そうですね、ご、漁港、漁港の食堂という感じですかね。,オペレーター: そうですね、こちら…。はい。
オペレーター: お子さまが弁当を持っていくみたいな形の。,オペレーター: あのー、レジャーランドみたいな感じの。
オペレーター: まずですね、えーと、お友達もあのー、ご友人の方もジンギスカンは全然だい。,オペレーター: でえーと、大通りジンギスカンっていうお店があるんですけど。
オペレーター: 店主のおまかせ料理になるんですけども。,カスタマー: おー。うんうん。
オペレーター: あ、温泉。,オペレーター: こちら、た、あのー、ラベンダーもみれてー、立ち寄り湯があるところなんですけれども。
オペレーター: で、あのー、JR仙台駅から。,オペレーター: 徒歩、3分ほどにございまして。
オペレーター: あ、そうですね。そんな感じですね、イメージ的には。こちらも…。,カスタマー: っていうことは、安いんだ？
オペレーター: はい、すいません、えーと、漢字でー、あのー、酔う酔う,カスタマー: はい、酔うですね。
オペレーター: ええ、ええ。これはあのー、仙台のー、朝市商店街というものがー、駅の近くにある。こちらでお間違えないでしょうか。,オペレーター: ええ。こちらですね、昭和23年頃からやっているということでー
オペレーター: で、あとですね,オペレーター: あのー、こちら、あの、飲食店もー、あの、建物の10階とかーになるんですけれども
オペレーター: あのー、ま。,オペレーター: カキの時期がちょっとあれなんですけど。
オペレーター: はい、お待たせいたしましたー、一応、えーと三重県志摩のー付近でー検索させていただ、頂いたところー、ちょ二つほどーカフェが見つかったんですけどー。,オペレーター: ご紹介させて頂いてもよろしいでしょうかー。
オペレーター: 行かれる時期はお決まりでしょうか？,オペレーター: あ、かしこまりました。夏ごろでございますね。
オペレーター: ご案内としては以上になります。,オペレーター: あーいえいえいえいえ。
オペレーター: はい。と、そうですね、こちら、えーと、金沢。,オペレーター: はい、すいません。大変お待たせし、しまして。
オペレーター: うん。,オペレーター: では一応、営業時間、で考えると…？、最初に鉄っ、板焼き…、の方に。
オペレーター: ご興味ございますか？,カスタマー: そうですね、天然記念物なら、興味あります。
オペレーター: はい、うーん、えぇえぇ、そうですよね、はい、はい、はい、かしこまりました。ただいまお調べいたします。,オペレーター: はい。お待たせいたしました。はい、例えばですね、りんごを使ったりんごのパイですこ、パイですとか。
オペレーター: はい。あとですねあのーお客様、あのー青森県で何か他に見てみたいですとか、食べてみたいですとか、そういったご要望はございますか？,カスタマー: そうですね、青森県ってなったら。
オペレーター: あの写真では、あの天ぷらそばが写っているんですけど。,オペレーター: あの、冷たいお蕎麦に、あの天ぷらがついてくるみたいな、ちょっと変わった和風な感じなんです。
オペレーター: うん、それとか、カルビーのじゃがポックルとかあったりするみたいですねー。,オペレーター: そう…
オペレーター: 温泉、三昧というかー、ええいいですよね、では少々お待ちくださいね。,カスタマー: はい、お願いしまーす。
オペレーター: あと、ごめんなさい、先ほどあの。,オペレーター: 黒部川見ながらって言ったんですけど。
オペレーター: えーとー、島原のあ、揚屋、の建物を保存公開していてー、あのーまあ、全体的にこうサロンみたいになっている、あのよさ…与謝蕪村の、えー、コウバイウメ、ズ、屏風とか、あのーなんか、文化財的なものが、その所蔵されています。はい。,カスタマー: うん、ああ。
オペレーター: ええーっと。,オペレーター: ちょうど良さそうなのが、んー。
オペレーター: なんか色んな、あのー、自社工場で作られたお餅や豆腐、和菓子などを販売しているっていう。ま、その場で、なんか、食べることもできそうなんですけど。和菓子とか、お餅とか。,オペレーター: はい。あと、おみ、お土産も揃ってます。
オペレーター: はい。,カスタマー: 高知県に。
オペレーター: ゴ、ゴコク、あのー、そうですね。,オペレーター: そこが、行く時期って決まってますか？ちょ桜が咲く名所<>。
オペレーター: えっと、もうちょっと、これで、えーと、テイザンケイで、あのー、お買い物ができるとことか見てみましょうか。,オペレーター: アピアというところがあるんですけど、や、ここも商業施設ですね。
オペレーター: っていうのが…、っていうのが、あっ…、<>。,オペレーター: そうですね、で、同じ敷地に、あの、陶芸の工房があってー。
オペレーター: えーと、四国で、なんか、どういったところを見てみたいとか、何をしてみたいみたいなのって、ございますか？,オペレーター: あ、温泉ですね。
オペレーター: はい。,オペレーター: こちらはそうですね、大人は800円でございます。
オペレーター: 町で言うと、三笠。,オペレーター: 三笠市。
オペレーター: はい、少々おまちください。,オペレーター: え幾つか出てきてるんですけれども。
オペレーター: で、北海道産の昆布とかを使ってですね出汁を取っているそうです。,オペレーター: で、うどんの店としてはもう名店として知られておりまして、
オペレーター: 熱気球が乗れるっていうところはあります。,オペレーター: あのー、こちらも十勝のほうなんですけど。
