previous_operator_utterance,operator_utterance,customer_utterance
オペレーター: ま、そこは、えー、源泉引いてるオリビアンの湯っていうのが、露天風呂っていうのがありまして、そこが瀬戸内海一望できる露天風呂になってます。,オペレーター: で、夕方にはきれいな夕日。,オペレーター: ていうのも見れるようになってますね。
オペレーター: あのー、ちょっとこう、鬱蒼とした木々に囲まれてて。,オペレーター: 国の天然記念物のアオギリ樹林みたいな、樹林もあるみたいな。,オペレーター: ま木ば、ちょっとアロエを見た後に木、また樹林っていうのはあれなんですけども。
オペレーター: よろしいでしょうか？,オペレーター: はい、ありがとうございます。,オペレーター: で、こちらが、あのー、知床観光船オーロラ、っていう名前なんですけども。
オペレーター: であれば、こちら結構楽しめるかなって。,オペレーター: で、はい。,オペレーター: そうですね、居酒屋とは書かれてはいないんですが、こちらのデーターベース上だと、劇場となってます。
オペレーター: 結構多そうなのがですね、山形県ですねー、やっぱりまあ山がたくさんあるところほどー、まあそういったまあ渓谷のような感じで滝もあるっていうふうになっておりまして、例えば鳥海山、鳥海山という山は、名前の方は聞いたことありますか？,オペレーター: ええー、まあ、チョウカイとかそういう感じの名前ですかね、ええ、そうですね<>。,オペレーター: あのー、その鳥海山のまあ川ですね、鳥海山から流れてくる川沿いにー、滝があったりしましてー、はい、私の方で確認できるものがですね、こちらあのー、トレッキングコースも整備されているような場所なんですね。
オペレーター: <>こちら、あの、もしよろしければ、お電話番号を申し上げておきますので。,オペレーター: そうですね、お客様、あの、お日付決まりましたら、お電話なさると良いかと思いますので<>,オペレーター: とんでもございません。では、あの、お電話番号、申し上げてよろしいですか？
オペレーター: こ、屋台みたいな所で買って食べるお店もあるんですが、,オペレーター: えっと写真ではあの、屋台が出ておりまして。,オペレーター: えっと、やっぱり、こちらも、あの。
オペレーター: あの、こちらはあの、一応郷土料理になっていまして、個室みたいなあの、藁葺き屋根みたいな個室みたいな写真があるんですけれども。,オペレーター: あの、ちょっとこう沖縄の古民家風なところで沖縄料理をいただくみたいな、やはりあの島野菜とかが、あの、あと豚肉、お魚、あの地元の素材をふんだんに使ったお料理になってるんですけれども。,カスタマー: うーん。あ、いいですね。うん。
オペレーター: ただ、ここは夜だけなんですよ。,オペレーター: 18時から24時の営業になっております。,カスタマー: わかりました。
オペレーター: 一応神社…やまあ寺院という感じでー検索したところーまあいくつか…ございまして、今ー出てきてるのがーえーと近畿地方の三重県伊勢とかの方…なんですけどー。,オペレーター: 例えばこういった場所はいかがでしょうかー。,カスタマー: あれですよね、伊勢神宮とかそっちの方ってことですかね。
オペレーター: 生ものではないんです。,オペレーター: なので、その点ではいいかなと思ったんですけど。,オペレーター: はい。こちらですね、名前がイルマーレといいます。
オペレーター: こちらは、な…。,オペレーター: ああ、そうですね。飲んで、買ってっていう感じで。,オペレーター: え、こちら、いかがでしょうか。
オペレーター: そうです、そうです。,オペレーター: え、で、お客様はですね、その川の両岸に咲いた桜をご覧になりながら川下りをお楽しみになるような感じですね。うん、はい。,オペレーター: かしこまりました、ありがとうございます。ではこちら保津峡と言うんですけれども。
オペレーター: じゃあ、えーと、何か、お二人、初めての鹿児島っていうことですよね？,オペレーター: 何か、なんだろう、なんか、これ、やりたいねっていうのがあってって形でしょうか？,オペレーター: 屋久島。
オペレーター: あ、かしこまりました。ただいまお調べたします、少々お待ちください 。,オペレーター: はい…お待たせいたしました。,カスタマー: はい。はい、例えばなんですけれども、えーとですね、あのー青森じ、青森自慢料理ほこるやさんというお店がございまして。
オペレーター: あ。,オペレーター: あ、は…いまあのー、一応、こちら、ハツ、サクラ…サクラとなって<>…。,カスタマー: サク…サクラとなってる？あ、そうなんですね。あー、はあ、はあ、はあ、はあ。
オペレーター: ちょっと違いますよねー、ええ、少々お待ちくださいね、申し訳ございません。,オペレーター: あ、お客様、ちょっと沖縄っぽいものがございました、タコス、いかがでしょう？,カスタマー: あー、タコスねー、うーん。
オペレーター: はい、こちらがですね、えーと、蟹、蟹と北海道料理のお店でして。,オペレーター: で、こちらが、そのですね、大正、大正4年に建てられた、フフフ、石の蔵をそのまま利用した店内？,オペレーター: はい。なので、なんか、おも、趣のある感じで。
オペレーター: はい。あの、3200円から、はい、5800円となっておりますけれども。,オペレーター: はい。大丈夫、よろしいですかね？,オペレーター: はい。そしたらこちらも、候補の一つとして、はい、押さえておきます。
オペレーター: ええ、で、こちらがですね、あのー、北海道を訪問された、当時、昭和天皇が、食べられたアイスクリーム。フフフフ。,オペレーター: スノーロイヤル。,オペレーター: うん、スノーロイヤルっていう商品名ですね。
オペレーター: 五島列島で。,オペレーター: 食べるところですね、海の幸、海の幸だと、えーと。,オペレーター: これでいいのかな、えーと、椿、椿茶屋。
オペレーター: あの、本当に歴史的な貴重な,オペレーター: 建物とかを間近に見ることができるらしいんですけれども。,オペレーター: あの、なんか面白そうっちゃ面白そうなんですけれども。
オペレーター: あ、えーとですね、珍しいんですけれども。,オペレーター: あの、本屋さんなんですけれども。,オペレーター: ええ、本屋さんなんですけれども、スイーツが置いてありまして。
オペレーター: なるほど、ちょっと<>。,オペレーター: ああ、ああ。まあそうですよねー。,オペレーター: うん、うん、うん。そうですよねー。
オペレーター: えっと、一応、色々、出てきてるんですけれども。,オペレーター: 喫茶店で、あのー、スイーツとかは、ご希望されますか?,オペレーター: 和風と洋風、あるんですけど。
オペレーター: こちらはいかがですか？,オペレーター: そうです。,カスタマー: あ、じゃあそちらで。
オペレーター: んで、キリコ祭りを、そのスクリーンシアターで見ることができるんですね。,オペレーター: うんー。,オペレーター: こちらがですね、ちょっと、いつとかは書かれてなくて申し訳ない、申し訳ないんですけど。
オペレーター: アイスクリーム、ですね、こちらは。,オペレーター: ええ、はい,カスタマー: やっぱりちょっと通常のアイスクリームよりかは少し、あのー、お値段も、709円ということで
オペレーター: おんーなそん…。,オペレーター: わかんないなー、えーと…。,オペレーター: <>、スーッ。
オペレーター: あの、一応、先ほどのお店もあるんですけど、先ほどのお店は、もう、やめときますか。,オペレーター: なんか、ボーンってのってたとこなんですけど。,カスタマー: うん。そこも気になるんですけど。ハハ。うん。
オペレーター: 特大牡丹エビ、や、牡蠣の田楽なんかも、ございますね。,オペレーター: あと、海鮮丼なんかも、あるみたいです。,カスタマー: ああー、いいですね、はい。
オペレーター: あーそうですよね。えぇ。,オペレーター: はい、えぇ、はい、あっはい、かしこまりました。はい、ただいまお調べしましたところ、牛もつ鍋おおいしさん、というお店屋さんがございまして…こちらがですねあのーモツ…を食べるお店でございまして、はい、でそうですね、こちらあのー、モツのモツ煮…もそうなんですけど、あの水炊き風？など、あの選べる、選べるタイプが3タイプもございまして、はい、で中でも人気なのが、あのお味噌…をブレンドしたもつ鍋、はい、こちらは結構おすすめみたいなんですね。はい、はい。でこちらあのー5時からの営業となっておりますので。,オペレーター: はい、あのー夕方から行く感じですね。
オペレーター: あのー、お店屋さんがたくさんございますので、はい。,オペレーター: こちらに寄られてもよろしいかと思いますし、あと、そのー。,オペレーター: 新千歳空港でお土産屋さんですとか。
オペレーター: になってます。,オペレーター: で、こちらのお湯が、あのー、太平洋、目の前にあるんですが。,オペレーター: こちら、あのー、太平洋からくみ上げた海水になってます。
オペレーター: そうですね、結構、なん、なんていうんだろう、ピーマンだったりとか、まあいろんな野菜がこう、ほぼスープみたいなカレーに入ってる、結構いろとりどりな写真がこちらに掲載されてましてー、<>ちなみにこのひげ男爵という名前にあやかってですが、なんか、ライスの上にこうコロッケみたいなものが、なんか男爵のひげみたいな感じで、<>かわいらしい感じのお店で。,オペレーター: どうでしょう、こういった感じでもう何件かスープカレーのお店もございますけど、ほかにもお聞きしたいですか？,カスタマー: そーですね、あーでも、ちょっと和風のあっさりっぽい感じですよね、雰囲気が、あっさりというか。
オペレーター: じゃあこれを一応フルーツランドの後に入れときますね。,オペレーター: はい。あとはなんかもうなんか、あ、今更何ですけど、ジェラードの店とか出てきてるんですけど。,カスタマー: あっ、ちょっと聞いといて良いですか？ふふ。
オペレーター: えぇ。,オペレーター: あっえっとですね、はい。あのー私もそれでちょっと調べたところ、ちょっとパラグライダーしか出てこなくてですね。,オペレーター: えぇ、ご案内がそうなんですよね、パラグライダー、鳥取砂丘ではパラグライダー。
オペレーター: ええ、そうですよね。,オペレーター: 左様でございますか。では轟の滝といいますので、こちらをご旅行先の一つのリストに加えてもよろしいでしょうか。,カスタマー: あ、はい。ぜひお願いいたします。
オペレーター: <>。,オペレーター: ええー。,オペレーター: ええー、そうですよね。
オペレーター: はい,オペレーター: あの、漢字がですね,オペレーター: あのー、豊かな平ら、あのー、キョウは峡谷
オペレーター: えーと、では。,オペレーター: 遠野のお店ですと。,オペレーター: あ、こちら、えーと、じんぎす、ジンギスカンハウス遠野食肉センターとゆーお店がございます。
オペレーター: あ、はい。,オペレーター: はい。,オペレーター: そうですね、お肉、だとー、あのー、ジンギスカンとかー、ありますよね？
オペレーター: 少々お待ち下さい。,オペレーター: はい、例えばなんですけれども、あのーですね、あのー具体的にですね、あのーえーと東日本側がいいですとか、えーと南側がいいですとか、あのー具体的なご要望があると、よろしいんですけれども、はい。,オペレーター: あ、かしこまりました、少々お待ち下さい。
オペレーター: ま、まさひろさんを、連れてって、あげても…。,オペレーター: うん。,オペレーター: じゃあすいません、ちょっとお時間が、えっとー、来てしまったので、えっとー、これで…、あの、ご案内の方は、以上になります。
オペレーター: はい、はい、あと他にですね、えーっと例えば…。,オペレーター: えーとですね…はち、八戸名物そばかっけという料理がございまして、はい、こちらがですね、そばを切った時に出る三角形のかけらのことでございまして、出し汁で湯がいてネギ味噌で漬けて食べる、そういったお料理もございます。,カスタマー: へー。はい、あとホヤというお魚の姿焼き、はい、あとイカそうめん。
オペレーター: それも見れるようですね。,オペレーター: で、ここだと。,オペレーター: えーとほ、北陸道の黒部インターチェンジから。
オペレーター: うん、楽しめると思いますので、おひとりでも十分安全で、楽しめると思い…ふふ。,オペレーター: 是非、あのー、お楽しみください。,オペレーター: よろしくお願いいたします。<>ありがとうございました。すいませんでした。
オペレーター: こちらー、ですね、写真で拝見する限り、今さっきの所よりも、少し落ち着いた感じが<>かなー、という気がしますのとー、,オペレーター: あと、おすすめは、やはりこちらも露天風呂がございまして、雪見の、温泉を楽しめますしー、,オペレーター: あの、美肌効果があるですねー、重曹泉が<>
オペレーター: えーと、それではですね、あのー、ざっと、あのー、内容確認いたしますね。,オペレーター: はい。えーと、まず、お客さまは、えーと、札幌かに本家さんのほうで、あのー、す、カニを食べることができます。,オペレーター: で、その後ですね、あのー、二条市場で、あのー、はい、あの、こちらでイクラ料理ですとかカニ以外の、あのー、料理を食べることもできます。あとは、あのー、札幌市の円山動物園で、あのー、動物と戯れることもできますし、あと、先ほど別に、あのー、す、申し伝えましたノースサファリサッポロで、あの、ちょっと、お客さまは、あの、嫌がられたんですけど、あの、ヘビですとか、あのー、他にカワウソの餌やりですとか、そういった、あの、動物園もございます。
オペレーター: まあ、ちょっと沖縄っぽい料理かなと思うのはこのロブスターの雲丹焼きという、えーものですかね。,オペレーター: あの、私共のほうでしか見れないんですけれども、こちらはあの写真がございまして。,カスタマー: はい。うんうんうん。おー。はい。
オペレーター: 結構、工場…。工場は工場でもー、あーのー…。,オペレーター: なんて言うんだろう、えっと、泡盛は出てきたんですけどー。,オペレーター: 泡盛の…、えーとー…。
オペレーター: はい、お客様どういったジャンルをお考えですか？,オペレーター: ええー、ではどうでしょう、定食のなかで洋食がよろしいでしょうか、それとも和食、あるいは<>なるほどじゃあ,オペレーター: そうですよねー、ではですねー、例えば私の方で確認できますのがー
オペレーター: うん、そうですね。,オペレーター: こちら…、が、まあ、もういっ…、もう一軒。まあオススメというか。,オペレーター: おっそっばっとっかは。食べーられますか。
オペレーター: えっと、一応、では、ここ、入れときますね。,オペレーター: では、あのー、な、えーと、西島園の、げん、ゲンダイ団地。西島園芸、園芸団地と、えーと、巨峰園、ヤシィパーク。あと、レストランゆず庵、ヤス、えっと、蔵や。それから、えーと、道の駅南国ふ、風良里ですね。,カスタマー: はい。えー、そちらのほうで、あのー、予定させていただきますのでよろしくお願いいたします。
オペレーター: では本日のーえーとご案内は以上となります。,オペレーター: この度はお問い合わせ頂きましてありがとうございましたー。,オペレーター: はい、失礼いたし、いたします。
オペレーター: <f>,オペレーター: はい。はい。例えばですねあの錦さんというお店屋さんがございまして。,オペレーター: はい。こちらがですねあの東伊豆の方にあるんですけれども。
オペレーター: そうですねー、北海道ならではの、買いたいもので…。,オペレーター: えーと、例えばなんですけれども。,オペレーター: そうですね、うんーと。あの、さっぽろテレビ塔にですね。
オペレーター: 刺身の盛り合わせ的なやつとか、それともなんか海鮮丼みたいなやつとかー、まあ、鍋とか、,オペレーター: カニとかー、,カスタマー: はい、カニ
オペレーター: あのー、お写真、見せられないのが残念なんですけれども、あの、すてきな。,オペレーター: うーん。はい。そういったお店もございますね。こちらも、なかなか、はい。,オペレーター: よろしいかと思うんですけれども。
オペレーター: で、こちらですね、やはりあの、納豆が有名ですので。納豆、水戸名物納豆ですとか、あと納豆カレー？を販売しております。,オペレーター: で、こちらはですね…。,カスタマー: カレー？
オペレーター: じゃ、この度は、えーと、ご旅行のご相談ということでよろしいでしょうか？,オペレーター: はい。ありがとうございます。,オペレーター: えーと、それでは、えーと、行き先はもう決まってらっしゃいますか？
オペレーター: はい、ではまずですね、えっと、こちらのほうでご紹介させていただくのが、えー、札幌かに本家札幌駅前本店というお店を紹介させていただきます。,オペレーター: えー、こちらがですね、えー、身のびっしり詰まったカニを、えー、漁場から直送、えー、美味しい生きガニを味わえる人気店だ、えー、本タラバガニと特選ズワイガニの味比べ、えー、カニ会席タイゼンが8800円からいただけます。,オペレーター: あとはこちら、えー、お1人旅ということですので、えーと、でしたと思うんですけど、えー、1、２名でも利用できる個室とかもあるみたいで、結構まあお一人でも入りやすいお店かなあと思います。
オペレーター: あのまあ、お二人ということなので、あのーほ、色々と、これだったらいいんじゃないかなって思うんですけれども。,オペレーター: あとはー、きょうわ、あ、京都、わ、和久傳っていう、のもあるんですけれども。,オペレーター: ちょっと写真がー、お料理の写真がないんですけれども、こちらコースになっていたりとかします。
オペレーター: ええ,オペレーター: ええ,オペレーター: ええ、ええ
オペレーター: はい、お待たせいたしました、えーと、どうですかね、いくつかじゃあ紹介させてもらってもよろしいでしょうか？,オペレーター: はい。,オペレーター: で、まず、えーと、最初に紹介させていただくのが、えー、味噌ラーメンのよし乃アピア店というお店がございます。
オペレーター: はい。,オペレーター: 絵画展でございますか？,オペレーター: いま検索しております。えっとー、季節的には何月ぐらいがよろ、し、い…。
オペレーター: あと島野菜を炭火であの、炙った感じのお料理が中心みたいんなんですけども、こういったお料理は。,オペレーター: えっと、あ、そうですね。ちょっとじゃああの、お子様向けでもう一度検索してみますね。,カスタマー: あんまり大人っぽすぎる雰囲気だとちょっと浮いちゃうかなと思って。
オペレーター: はい。えーと、お客さま、あのー、北海道で、えーと、何かどこかに行きたいですとか、あのー、食べたいですとか、そういったご要望はございますか？,オペレーター: はい。,オペレーター: はい。ええ。
オペレーター: はい。はい。例えばですねあの錦さんというお店屋さんがございまして。,オペレーター: はい。こちらがですねあの東伊豆の方にあるんですけれども。,オペレーター: はい。あのー伊豆熱川温泉にある安くてボリュームのある評判の海鮮料理店と書かれておりまして。
オペレーター: あのー、ん、公園を含む27、あ、700、あ、72平米とか、緑豊かな敷地内って書いてて。,オペレーター: あと、いろいろ、回廊とかラウンジとか、いろいろある、たの、その温泉の中で楽しめるような感じなんですけど。,オペレーター: 日帰り入浴も可能です。
オペレーター: さっきの場所が、日光、日光…、キド…、キドガワとか…。,オペレーター: んっ？キドガワだっけ。きぬが…。鬼怒川か。鬼怒川、ごめんなさい。鬼怒川とか。,オペレーター: なんですけどー。
オペレーター: えーと、カフェ…カフェで…えーと、例えば、カフェゆう梅田店さんだと。,オペレーター: こちらが、えーとですね、こちらはなんか変わってまして、あのー、陶芸教室？,オペレーター: うん。で、あの、こちら陶芸教室で、あのー、体験もできて。
オペレーター: はい。鴨川や、由良川などの京都の川を模した京の川。,オペレーター: はい。あと特別天然記念物オオサンショウウオをはじめとする、淡水生物など、あの京都の豊かな海を再現した京の海の、あの水族館でございます。,カスタマー: はい。はい。あ、そういうす、あの、ブースがあるんですね。
オペレーター: はい、はい、えー。,オペレーター: はい。,オペレーター: はい、かしこまりました。今、し、お調べ致しますので少々お待ち下さーい。
オペレーター: こちらも、そうですね、営業時間10時18時ですので、特に問題はないかと思います。,オペレーター: あとは閉館、えー、閉店日も月曜日ですね。,オペレーター: 京都は全部、月曜日が閉館なんですかね？ほとんど月曜日が。
オペレーター: 営業時間は9時からあの、21時。まあ朝の9時から夜の9時までですので、あの楽しめると思います。,オペレーター: 一応そうですね。あのーキャンプの料金が一応決まっておりまして、1区画えー1370円で、宿泊される場合は、2700、あ、27000、あ、ごめんなさい2760円で宿泊できるようになっております。,カスタマー: 安いですよね。あはは。え、じゃあ手ぶらで行けるってことは、そこでレンタルできるってことですか。バーベキューとか。
オペレーター: はい、失礼いたします。,オペレーター: 本日はご利用いただきましてありがとうございます。,カスタマー: <>とうございます。
オペレーター: はい。はい。,オペレーター: あ、そうですね。立ち寄り湯みたいのがございまして。,オペレーター: はい。あのー、えちご川口温泉というのがございますけれども、あの、そちらですと、あの、露天風呂の写真が出ておりまして、あの<>がいい感じなんですけれども。
オペレーター: まわられることになっておりますのでー,オペレーター: どうでしょう。例えばオヤツのようなものを考えておくかー、あるいはどっか、見に行くかとかですね。,オペレーター: で、あの、夕ご飯の場所にもう、<>で探してみるとか
オペレーター: ええー、ですので<>。,オペレーター: ええー、そうですよね、ではもしよろしければ、こちらの水牛の車に乗る観光がちょうどよいかなあと思ったんですけれども<>。,オペレーター: ではこちら平田観光と言いますので、こちらをリストに加えておきますね。
オペレーター: あは、はーはー、まぼ屋、まぼ屋さんとゆーお店がございます。,オペレーター: こちら、えーとですね、調べてみますと、あの、宮城のホヤと。,オペレーター: 東北の純米酒が、堪能できる居酒屋になっておりまして。
オペレーター: 営業時間がですね、あのー、夕方5時から夜の11時までとなっておりますので,オペレーター: あのー,オペレーター: ご夕食に食べる感じとなるんですけれどもー
オペレーター: 地平線の代わりじゃないですけど。,オペレーター: じゃ、一応、こちらも、あのー、ご案内の一つとして。,オペレーター: はい。させていただきます。
オペレーター: んーと,オペレーター: えーと、ではもう一個、えー、ご紹介させて頂くのが、えー、松下製麺所とゆうお店がございます。,オペレーター: こちらも高松市内に、えー、ございましてー
オペレーター: これ実は。なんかフランス語のような<>。,オペレーター: あ、お客様フランス語だと思いましたか。,オペレーター: こちらあのー山形の方言だそうでしてー。
オペレーター: 水族館ですと、えーとですね、ちょっと、と、こちらのほうで、あのー、出てきませんで、もう少しお待ちください。すいません。,オペレーター: はい。申し訳ございません。す、もう、申し訳ございません。ただ今ですね、あの、お調べしましたところ、ちょっとあのー、該当が出てきませんで、あのー、首里城のほうを、はい。,オペレーター: 調べいたしますので、少々お待ちください。
オペレーター: はい。すいません。,オペレーター: 温泉ですね。はい。,オペレーター: <>温泉スポット。
オペレーター: あっ、はい。かしこまりました。,オペレーター: そうしますとですね。,オペレーター: 例えばなんですけれども、ショッピングセンターみたいなところがよろしいですかね？
オペレーター: こちらだと、まあ。,オペレーター: ブドウとちびっ子プールですね。,カスタマー: はい。なるほど。
オペレーター: はい。,オペレーター: あっ、えーとそうですね。どちらも那覇市内でー、えーと、そんなに離れてないはずなのでー。,オペレーター: でこちらお店もっ…、そうですね。
オペレーター: あとは、あのー、同じような八食センターっていう、まあ、あのー、そこは、ま、お買い物も多分できるとは思うんですけれども、食料品とか地酒とかを、あのー、楽しめるところです。,オペレーター: ここは、お土産はあるのかな。,カスタマー: いいですね。でも、地酒。
オペレーター: ハンバーグステーキノース、コンチネントまちの中、というレストラン、が、ございまして、,オペレーター: こちら十勝ハーブ牛、エゾジカ肉などの5種類の肉と、八丁味噌とプルーン、えー、の、デミグラスソースなど8種類のソースから、えー、それぞれ好みを選べるハンバーグステーキのお店となっております。,オペレーター: で、こちらプレートにはたっぷりのサラダや、えー、素揚げや、素揚げのじゃがいもなどが添えられておりまして、ほんと、あの、いわゆるハンバーグプレートのような感じのお店ですね。
オペレーター: ええ、ええ、ええ、そうですね。はい。,オペレーター: そうですねー。,オペレーター: あと、テイクアウトもできますので、焼き菓子とか。はい。
オペレーター: はい、温泉の方はですね、雫石高倉温泉といいます。,オペレーター: こちらが温泉遺産に、認定されておりまして、 疲れを癒すことが出来る、ような場所でございますね。,オペレーター: はい、で、こちらはあのー、８時30分から16時30分まで、営業しておりましてー、
オペレーター: かしこまりました。ではこちら名前がですね。ミュージアムレストラン銀嶺と言いましてー。うん。,オペレーター: なぜミュージアムレストランというと、言いますとー、こちらですね、長崎歴史文化博物館の中にあるんですね。,カスタマー: あっ、そうなんですねー。ええ。
オペレーター: 本日はご利用いただきましてありがとうございます。,オペレーター: あの、どういったご旅行をご希望ですか？,カスタマー: あの、ちょっと最近、古い建築物
オペレーター: ええ。あと、そうです…。,オペレーター: はい。すいません。,オペレーター: あと、他に、あのー、札幌以外で何かどこか、ご興味ある場所とかございますか？
オペレーター: まぁ、ざっとです、すが、ワインであったりとかキッコーマンであったりとかー、あ、やはりビールとかー、お酒ーが中心なんですけれども、,オペレーター: ミルクか、ワインかビールか、き、ま、キッコーマンも多分、これワインじゃないかなーと思われるんですけど、<>、糀作りとかもろみの発酵ですねぇ。,オペレーター: あ、お醤油、こちらお醤油も作ってるみたいなんですけれども、あのー、まぁ、例えば、お酒が好きであれば日本酒であったりとか、ワインが好きであればワインであったりとかー、あとはお醤油であったりとかミルクであったりとか、ってゆう感じなんですけれども、どういったものがお好きですかー？
オペレーター: 福岡県。,オペレーター: はい、えーとですね、あのー例えばなんですけれども、福岡、福岡にですね、あのー変わった水族館がございますけれども、ご興味ござい…。,オペレーター: はい、あのー、えーとアクアリウムという、あの水族館がございましてー、こちらがですね、あのー、えーとですね。
オペレーター: えー、ゼロハチナナ,オペレーター: ハチサンヨン,オペレーター: ゼロゴーニーナナ、となっております。
オペレーター: を利用したジュース、ワインですとかはいお酒とか、はい。,オペレーター: そういったお店もありますけれどもご興味ございますか？,オペレーター: そうですよね。珍しいですよね。自社工場でワインを加工。
オペレーター: フフ、ありまして。,オペレーター: それがミニグリコマン、だ、ら、あの、らしいんですね。,オペレーター: はい。でそう…。
オペレーター: そうですね、えーっと、けっこう、もう千、千を超えるスポットが、けっこう見つかってるんで、<>。,オペレーター: ありますね。,オペレーター: ほか、は、ですね、少々お待ちください、やはり、琉球王国、に関連したものがいいですかね？
オペレーター: 泡盛と沖縄料理のお店屋さんで。,オペレーター: あの、沖縄料理を食べてい、いただいて。,オペレーター: あと、そのー、ナガンヌ島、行かれまして、その、海の。
オペレーター: というですね、あの、手がありますのと、それか、あのちゃんとした一枚のものをガッツリとお召し上がりいただく両方とも,オペレーター: はい、アイディアとしてあるかと思うんですけれども、どうでしょう一枚のものだとですね、シボウというお店がおすすめでして,オペレーター: あっ、本当ですか、こちらですね、シボウ千日前本店というところなんですね
オペレーター: あとは、花見スポットみたいな場所とかも。,オペレーター: ええ。,オペレーター: 他はあと。
オペレーター: うーん。,オペレーター: うーん。,オペレーター: じゃちょっと…、一度…、栃、木、の方、とかでお調べしますか。
オペレーター: はい,オペレーター: 大変お待たせいたしました。,オペレーター: えーとですね、あのー
オペレーター: で、こちらが、そのですね、大正、大正4年に建てられた、フフフ、石の蔵をそのまま利用した店内？,オペレーター: はい。なので、なんか、おも、趣のある感じで。,オペレーター: なかなか良さそうな感じですね。
オペレーター: はい、はい、ただいまお調べいたしまーす。,オペレーター: はい、お客様、あのー九州なんですけれども、例えば九州のどのあたりとかそういったご要望はございますか？,オペレーター: えぇ、あっはい。
オペレーター: えーとですね、てん、お天気の、あの、元気の気ってあるじゃないですか？,オペレーター: それが、あの、中が米？米って書いてあるんですね。うん。,カスタマー: あ、はい、はい、はい。氣、氣ですね、はい。
オペレーター: そうですよねー、で、一応あのー、洋食だとどういうものがるか、念のためお調べしてみましょうか、はい、少々お待ちくださいませ。,オペレーター: そうですね、洋食と言ったら、ステーキ<>結構あの沖縄って有名だと思うんですよね、なのでステーキ、ただやっぱお昼から食べるには、ちょっと<>そうですよね、少々お待ちくださいね、もっと軽い感じで食べれるものがないかお調べしてみます。,カスタマー: ちょっと重いかなー、うーん、はい。
オペレーター: かしこまりました。,オペレーター: こちらが、えー、千福ギャラリー三宅商店とゆーお店ですね。,オペレーター: あ、こちらは、なんか、日本酒の蔵元みたいですね。
オペレーター: えっとー、結構いろいろあるんですけど、和風なところと洋風なところでどちらがいいですか？,オペレーター: はい。えっと－、蓼科パークホテルの中にある夕映えの湯っていうのがあるんですけれども。,オペレーター: と、ここは立ち寄りの温泉になっておりまして、あのー、渓谷に森林、えー、滝など、大自然に恵まれた蓼科中央高原に位置する高級リ、高原リゾートとなっております。えー、自慢の温泉夕映の湯からは、えー、中央アルプスが見えるっていうことになっておりまして。
オペレーター: 大きな湖です。,オペレーター: <>。,カスタマー: 景色が、や、山とかっていうことですかね？
オペレーター: あのー、本当に自然、自然の中というか。,オペレーター: 草むらと花と、もう、それだけで埋め尽くされてる形の場所になりますね。,カスタマー: ですか。
オペレーター: 定山渓のもう少し奥にですね、,オペレーター: 豊平峡温泉、というところがございます。,オペレーター: はい、こちら豊かという字に
オペレーター: あとそうですね、他に何か、ご要望とかありますか。,オペレーター: はい。,オペレーター: はい。あ、はい。
オペレーター: で、パンケーキですとか。,オペレーター: そうですね、スイーツもありますね。,オペレーター: はい、ええ、ええ。こういったお店もありますし。
オペレーター: 変わり種、ええ,オペレーター: あっ、そうですね。ではまずこの甲賀流本店の方、はい,オペレーター: お召し上がりになったうえで
オペレーター: はい。,オペレーター: はい、かしこまりました。,オペレーター: はい、えーと、そうしますと、例えばなんですけれどもー。
オペレーター: で、例えばなんですけど、あの。,オペレーター: 国営こ、国営公園、っていうのがえっとー、今札幌に絞って、えっとお調べしてるんですけど。,オペレーター: 国営公園があって、日本の滝100選にも選ばれた、アシリベツの滝。
オペレーター: はい。,オペレーター: はーい、こちらもそうですね。,オペレーター: <>があるんだ。
オペレーター: なので、あのー、今お調べしましたところ、えーと、七ツ洞公園という公園がございまして。,オペレーター: こちらがですね、あの、茨城県の水戸、水戸市にございまして。あのー、蛍？,オペレーター: ゲンジボタルが、あのー、み、見れるところがございます。
オペレーター: 天満宮も近いですね、はい。,オペレーター: 天満宮のほうも見ま、見てみましょうか？,オペレーター: でも、天満宮は日本の建物になっちゃうんですけど。
オペレーター: 出てますね。,オペレーター: 四万十ウナギのうな蒲丼。,オペレーター: ていうのが出てます。
オペレーター: はい、大人の方からお子様まで皆様お楽しみいただけるかなというのはございますね。,オペレーター: こちらいかがでしょうか。,カスタマー: あ、興味が出てきたんで、はい。
オペレーター: えー、こちら、あのー、湖泉閣養生館っていうところが、えー、ございまして、こちらが、6000坪の日本庭園が広がる。,オペレーター: 東郷湖畔の老舗旅館なんですけど。,オペレーター: こちらが湖を見渡す、ろて、露天風呂っていうのがあります。
オペレーター: そうですね、こちらが、えーと、シュノーケリングなどマリンスポーツが、楽しめる場所になってまして。,オペレーター: えー、テラスでは、えー、軽食、えっと、ドリンクも販売しております。,オペレーター: あと、海を眺めながらのバーベキューも、えーと、楽しめるみたいですね。
オペレーター: <>、札幌の近くなんですけれどもー,オペレーター: サテライトプレイスってゆうところがありまして,オペレーター: あの、ファッションとか、トレンドスタイルとかが見ることができますので。
オペレーター: こちら、あのー、例えばキャンプもできるので。,オペレーター: もしキャンプとか、あのー、ま、苦手な方もたまには、たまにいらっしゃるので、ま、あまりおすす、あの、そんな無理強いはできないですけど、もしキャンプお好きであれば、ここでキャンプしてみてもいいかなって。,オペレーター: じゃあ、こちらも興味ありますか？
